,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
1806,Up,2009,"Pete Docter, Bob Peterson(co-director)","Pete Docter (story by), Bob Peterson (story by), Tom McCarthy (story by), Bob Peterson (screenplay by), Pete Docter (screenplay by)","Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson",Animation,English,USA,96,292979556
1807,Guzaarish,2010,Sanjay Leela Bhansali,"Sanjay Leela Bhansali (screenplay), Bhavani Iyer (dialogue), Bhavani Iyer (screenplay), Vibhu Puri (dialogue), Turaz (lyrics)","Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor",Drama,Hindi,India,126,1017335
1808,Afflicted,2013,"Derek Lee, Clif Prowse","Derek Lee (screenplay), Clif Prowse (screenplay)","Derek Lee, Clif Prowse, Michael Gill, Baya Rehaz",Horror,English,Canada,85,121179
1809,The Sorcerer's Apprentice,2010,Jon Turteltaub,"Lawrence Konner (screen story), Mark Rosenthal (screen story), Matt Lopez (screen story), Matt Lopez (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay)","Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer",Action,English,USA,109,63143812
1810,Come Back to Me,2014,Paul Leyden,"Paul Leyden (screenplay by), Wrath James White (based on the book ""The Resurrectionist"" by)","Jon Abrahams, Andrew Beckham, Jeanette Branch, Caroline Clements",Fantasy,English,USA,90,4156
1811,Boy,2010,Taika Waititi,Taika Waititi,"James Rolleston, Te Aho Eketone-Whitu, Taika Waititi, Moerangi Tihore",Comedy,English,New Zealand,87,242008
1813,Fun Size,2012,Josh Schwartz,Max Werner,"Victoria Justice, Jackson Nicoll, Chelsea Handler, Josh Pence",Adventure,English,USA,86,9402410
1814,Gainsbourg: A Heroic Life,2010,Joann Sfar,"Joann Sfar (graphic novel), Joann Sfar (screenplay), Declan May (dialogue)","Eric Elmosnino, Lucy Gordon, Laetitia Casta, Doug Jones",Biography,French,France,135,230311
1815,Nine Lives,2016,Barry Sonnenfeld,"Gwyn Lurie, Matt Allen, Caleb Wilson, Dan Antoniazzi, Ben Shiffrin","Kevin Spacey, Jennifer Garner, Robbie Amell, Cheryl Hines",Comedy,English,France,87,19637449
1816,Caterpillar,2010,Koji Wakamatsu,"Hisako Kurosawa (screenplay), Masao Adachi (screenplay)","Shinobu Terajima, Keigo Kasuya, Emi Masuda, Sabu Kawahara",Drama,Japanese,Japan,85,2109
1817,Grudge Match,2013,Peter Segal,"Tim Kelleher (screenplay), Rodney Rothman (screenplay), Tim Kelleher (story)","Jim Lampley, Sylvester Stallone, Robert De Niro, Rich Little",Comedy,English,USA,113,14885004
1818,Fireflies in the Garden,2008,Dennis Lee,"Robert Frost (poem), Dennis Lee","Ryan Reynolds, Willem Dafoe, Emily Watson, Carrie-Anne Moss",Drama,English,USA,120,36884
1819,Polisse,2011,Maiwenn,"Maiwenn (screenplay), Emmanuelle Bercot (screenplay)","Karin Viard, Joey Starr, Marina Fois, Nicolas Duvauchelle",Crime,French,France,127,100000
1821,Princess Kaiulani,2009,Marc Forby,"Marc Forby (screenplay), Robert Payne (additional dialogue)","Q'orianka Kilcher, Barry Pepper, Shaun Evans, Jimmy Yuill",Drama,English,USA,97,883887
1822,RED,2010,Robert Schwentke,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Warren Ellis (graphic novel), Cully Hamner (graphic novel)","Bruce Willis, Mary-Louise Parker, Heidi von Palleske, Karl Urban",Action,English,USA,111,88900000
1823,From Mexico with Love,2009,Jimmy Nickerson,"Glen Hartford, Scott Salter (screenplay), Nicholas Siapkaris","Kuno Becker, Steven Bauer, Stephen Lang, Alex Nesic",Action,English,USA,96,505606
1824,The Avengers,2012,Joss Whedon,"Joss Whedon (screenplay), Zak Penn (story), Joss Whedon (story)","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Action,English,USA,143,623279547
1825,Barefoot,2014,Andrew Fleming,Stephen Zotnowski,"Evan Rachel Wood, Scott Speedman, Treat Williams, Kate Burton",Comedy,English,USA,90,11766
1826,Brooklyn's Finest,2009,Antoine Fuqua,Michael C. Martin,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes",Crime,English,USA,132,26746443
1827,The Family Fang,2015,Jason Bateman,"Kevin Wilson (based on the book by), David Lindsay-Abaire (screenplay)","Nicole Kidman, Kathryn Hahn, Jason Bateman, Christopher Walken",Comedy,English,USA,105,15335
1828,Welcome to Leith,2015,"Michael Beach Nichols, Christopher K. Walker","Michael Beach Nichols, Christopher K. Walker","Craig Cobb, Ryan Lenz, Amber Schatz",Documentary,English,USA,85,36010
1829,Horrible Bosses,2011,Seth Gordon,"Michael Markowitz (screenplay), John Francis Daley (screenplay), Jonathan Goldstein (screenplay), Michael Markowitz (story)","Jason Bateman, Steve Wiebe, Kevin Spacey, Charlie Day",Comedy,English,USA,98,116900000
1830,My Life as a Zucchini,2016,Claude Barras,"Celine Sciamma (screenplay writer), Germano Zullo (contributing writer), Claude Barras (contributing writer), Morgan Navarro (contributing writer), Gilles Paris (novel), Michael Sinterniklaas (english script adaptation), Christian La Monte (english script adaptation)","Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud, Michel Vuillermoz",Animation,French,Switzerland,70,279912
1831,Mountains May Depart,2015,Zhangke Jia,Zhangke Jia (screenplay),"Tao Zhao, Yi Zhang, Jing Dong Liang, Zijian Dong",Drama,Chinese,China,126,80408
1832,Jai Ho,2014,Sohail Khan,"A.R. Murugadoss (story), Dilip Shukla (screenplay and dialogue)","Salman Khan, Tabu, Nadira Babbar, Danny Denzongpa",Action,Hindi,India,135,1187266
1833,A Walk in the Woods,2015,Ken Kwapis,"Michael Arndt (screenplay), Bill Holderman (screenplay), Bill Bryson (book)","Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen",Adventure,English,USA,104,19189413
1834,Slow Learners,2015,"Don Argott, Sheena M. Joyce","Heather Maidat (screenplay by), Heather Maidat (story by), Peter C. Swords (story by)","Adam Pally, Megan Neuringer, Bobby Spears Jr., Peter Grosz",Comedy,English,USA,96,21080
1835,Neds,2010,Peter Mullan,Peter Mullan,"Conor McCarron, Greg Forrest, Joe Szula, Mhairi Anderson",Drama,English,UK,124,283210
1836,Sin Nombre,2009,Cary Joji Fukunaga,Cary Joji Fukunaga,"Marco Antonio Aguirre, Leonardo Alonso, Karla Cecilia Alvarado, Juan Pablo Arias Barron",Adventure,Spanish,Mexico,96,2436392
1837,Thuppakki,2012,A.R. Murugadoss,"A.R. Murugadoss (dialogue), A.R. Murugadoss (screenplay), A.R. Murugadoss (story)","Joseph Vijay, Kajal Aggarwal, Vidyut Jammwal, Sathyan",Action,Tamil,India,165,134280
1838,Monkey Kingdom,2015,"Mark Linfield, Alastair Fothergill(co-director)","Mark Linfield, Kate Kondell (narration consultant)",Tina Fey,Documentary,English,USA,81,11360669
1839,Nowhere Boy,2009,Sam Taylor-Johnson,Matt Greenhalgh (screenplay),"Aaron Taylor-Johnson, Kristin Scott Thomas, David Threlfall, Josh Bolt",Biography,English,UK,98,1445366
1840,The Ruins,2008,Carter Smith,"Scott B. Smith (screenplay), Scott B. Smith (novel)","Jonathan Tucker, Jena Malone, Laura Ramsey, Shawn Ashmore",Horror,English,USA,90,17402425
1841,Frankenweenie,2012,Tim Burton,"Leonard Ripps, Tim Burton (original idea), John August (screenplay)","Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan",Animation,English,USA,87,35287788
1842,The Hedgehog,2009,Mona Achache,"Mona Achache (screenplay), Muriel Barbery (novel)","Josiane Balasko, Garance Le Guillermic, Togo Igawa, Anne Brochet",Drama,French,France,100,828801
1843,Blue Caprice,2013,Alexandre Moors,"Alexandre Moors (story), R.F.I. Porto (screenplay), R.F.I. Porto (story)","Tequan Richmond, April Yvette Thompson, Isaiah Washington, Abner Exposito",Biography,English,USA,93,91126
1844,Last Cab to Darwin,2015,Jeremy Sims,"Reg Cribb (play), Reg Cribb, Jeremy Sims","Michael Caton, Ningali Lawford, Mark Coles Smith, Emma Hamilton",Comedy,English,Australia,123,32848
1845,"Life, Animated",2016,Roger Ross Williams,Ron Suskind (based on the book by),"Owen Suskind, Ron Suskind, Cornelia Suskind, Walter Suskind",Documentary,English,USA,92,244031
1846,People Places Things,2015,Jim Strouse,Jim Strouse,"Jemaine Clement, Aundrea Gadsby, Gia Gadsby, Nancy Eng",Comedy,English,USA,85,30768
1847,Feed the Fish,2009,Michael Matzdorff,Michael Matzdorff,"Tony Shalhoub, Barry Corbin, Katie Aselton, Vanessa Branch",Comedy,English,USA,92,101160
1848,The Ghost Writer,2010,Roman Polanski,"Robert Harris (screenplay), Roman Polanski (screenplay), Robert Harris (novel)","Ewan McGregor, Jon Bernthal, Tim Preece, Jim Belushi",Drama,English,France,128,11016593
1849,Boy and the World,2013,Ale Abreu,Ale Abreu,"Vinicius Garcia, Felipe Zilse, Ale Abreu, Lu Horta",Animation,Portuguese,Brazil,80,47618
1850,Bohemian Rhapsody,2018,Bryan Singer,"Anthony McCarten (story by), Peter Morgan (story by), Anthony McCarten (screenplay by)","Rami Malek, Lucy Boynton, Gwilym Lee, Ben Hardy",Biography,English,UK,134,89604
1851,Paradise: Faith,2012,Ulrich Seidl,"Ulrich Seidl (screenplay), Veronika Franz (screenplay)","Maria Hofstatter, Nabil Saleh, Rene Rupnik, Natalya Baranova",Drama,German,Austria,115,3075
1852,The Kids Are All Right,2010,Lisa Cholodenko,"Lisa Cholodenko, Stuart Blumberg","Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska",Comedy,English,USA,106,20803237
1853,Marjorie Prime,2017,Michael Almereyda,"Michael Almereyda (written for the screen by), Jordan Harrison (based on the play by)","Stephanie Andujar, Hana Colley, Geena Davis, Hannah Gross",Drama,English,USA,99,174051
1854,Women Who Flirt,2014,Ho-Cheung Pang,"Fu-man Luo (based on the book by), Ho-Cheung Pang (screenplay), Yee-sum Luk (screenplay)","Xun Zhou, Xiaoming Huang, Yi-Lin Sie, Sonia Sui",Comedy,Mandarin,China,97,199235
1855,War Horse,2011,Steven Spielberg,"Lee Hall (screenplay), Richard Curtis (screenplay), Michael Morpurgo (novel), Nick Stafford (stage play)","Jeremy Irvine, Peter Mullan, Emily Watson, Niels Arestrup",Drama,English,USA,146,79883359
1856,Doctor Strange,2016,Scott Derrickson,"Jon Spaihts, Scott Derrickson, C. Robert Cargill, Stan Lee (based on the Marvel comics by), Steve Ditko (based on the Marvel comics by)","Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong",Action,English,USA,115,232630718
1857,The Adjustment Bureau,2011,George Nolfi,"George Nolfi (screenplay), Philip K. Dick (short story ""Adjustment Team"")","Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner",Romance,English,USA,106,62453315
1858,The Shack,2017,Stuart Hazeldine,"John Fusco (screenplay by), Andrew Lanham (screenplay by), Destin Daniel Cretton (screenplay by), William P. Young (based on the book by), Wayne Jacobsen (in collaboration with), Brad Cummings (in collaboration with)","Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell",Drama,English,USA,132,57330873
1859,The Last Godfather,2010,Hyung-rae Shim,Hyung-rae Shim,"Harvey Keitel, Jason Mewes, Michael Rispoli, Jocelin Donahue",Comedy,English,South Korea,100,163591
1860,Inglourious Basterds,2009,"Quentin Tarantino, Eli Roth",Quentin Tarantino,"Brad Pitt, Melanie Laurent, Christoph Waltz, Eli Roth",Adventure,English,Germany,153,120523073
1861,Hunky Dory,2011,Marc Evans,Laurence Coriat (screenplay),"Minnie Driver, Kristian Gwilliam, Aneurin Barnard, Tom Rhys Harries",Comedy,English,UK,110,14174
1862,"Hello, My Name Is Doris",2015,Michael Showalter,"Laura Terruso (screenplay), Michael Showalter (screenplay), Laura Terruso (short film ""Doris & the Intern"")","Sally Field, Edmund Lupinski, Norma Michaels, Stephen Root",Comedy,English,USA,90,14443077
1863,The Perfect Family,2011,Anne Renton,"Paula Goldberg (story), Claire V. Riley (screenplay)","Kathleen Turner, Emily Deschanel, Jason Ritter, Michael McGrady",Comedy,English,USA,84,107721
1864,Kung Fu Panda 2,2011,Jennifer Yuh Nelson,"Jonathan Aibel, Glenn Berger","Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman",Animation,English,USA,90,165230261
1865,The New Girlfriend,2014,Francois Ozon,"Ruth Rendell (novel), Francois Ozon (screenplay)","Romain Duris, Anais Demoustier, Raphael Personnaz, Isild Le Besco",Drama,French,France,108,281394
1866,The Loss of a Teardrop Diamond,2008,Jodie Markell,Tennessee Williams (screenplay),"Bryce Dallas Howard, Chris Evans, Will Patton, Ann-Margret",Drama,English,USA,102,94513
1867,My Soul to Take,2010,Wes Craven,Wes Craven,"Max Thieriot, John Magaro, Denzel Whitaker, Zena Grey",Horror,English,USA,107,14637490
1868,Yes Man,2008,Peyton Reed,"Nicholas Stoller (screenplay), Jarrad Paul (screenplay), Andrew Mogel (screenplay), Danny Wallace (book)","Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins",Comedy,English,USA,104,97600000
1869,The Hobbit: The Desolation of Smaug,2013,Peter Jackson,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)","Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Adventure,English,USA,161,180443783
1870,Goodbye Mr. Loser,2015,"Da-Mo Peng, Fei Yan","Da-Mo Peng, Fei Yan","Lun Ai, Yuan Chang, Li-Chun Lee, Ping Li",Comedy,Chinese,China,104,345305
1871,The Happy Sad,2013,Rodney Evans,"Ken Urban (screenplay), Ken Urban (stage play)","Leroy McClain, Sorel Carradine, Charlie Barnett, Cameron Scoggins",Drama,English,USA,87,7742
1872,Drew: The Man Behind the Poster,2013,Erik Sharkey,"Greg Boas, Charles Ricciardi, Erik Sharkey, Jeff Yorkes","Drew Struzan, Harrison Ford, Michael J. Fox, George Lucas",Documentary,English,USA,97,3078
1873,Eye in the Sky,2015,Gavin Hood,Guy Hibbert,"Faisa Hassan, Aisha Takow, Armaan Haggio, Helen Mirren",Drama,Somali,UK,102,16641379
1874,Wreck-It Ralph,2012,Rich Moore,"Rich Moore (story by), Phil Johnston (story by), Jim Reardon (story by), Phil Johnston (screenplay by), Jennifer Lee (screenplay by), John C. Reilly (additional story material by), Sam Levine (additional story material by), Jared Stern (additional story material by)","John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch",Animation,English,USA,101,189412677
1875,A Serious Man,2009,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick",Comedy,English,USA,106,9190525
1876,Underworld: Blood Wars,2016,Anna Foerster,"Cory Goodman (screenplay by), Kyle Ward (story by), Cory Goodman (story by), Kevin Grevioux (based on characters created by), Len Wiseman (based on characters created by), Danny McBride (based on characters created by)","Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver",Action,English,USA,91,30348260
1877,The Green Inferno,2013,Eli Roth,"Guillermo Amoedo (screenplay), Eli Roth (screenplay)","Lorenza Izzo, Ariel Levy, Daryl Sabara, Kirby Bliss Blanton",Adventure,English,USA,100,7154957
1878,Stop-Loss,2008,Kimberly Peirce,"Mark Richard, Kimberly Peirce","Ryan Phillippe, Joseph Gordon-Levitt, Rob Brown, Channing Tatum",Drama,English,USA,112,10796776
1879,African Cats,2011,"Keith Scholey, Alastair Fothergill(co-director)","Keith Scholey (narration written by), John Truby (narration written by), Keith Scholey (original story), Owen Newman (original story)","Samuel L. Jackson, Patrick Stewart, Mara",Documentary,English,USA,89,15415270
1880,The Other Son,2012,Lorraine Levy,"Noam Fitoussi (original idea), Lorraine Levy (screenplay), Nathalie Saugeon (screenplay)","Emmanuelle Devos, Pascal Elbe, Jules Sitruk, Mehdi Dehbi",Drama,French,France,105,844112
1881,That Awkward Moment,2014,Tom Gormican,Tom Gormican,"Zac Efron, Miles Teller, Michael B. Jordan, Imogen Poots",Comedy,English,USA,94,23264422
1882,Woodshock,2017,"Kate Mulleavy, Laura Mulleavy","Kate Mulleavy, Laura Mulleavy","Kirsten Dunst, Joe Cole, Pilou Asbaek, Steph DuVall",Drama,English,USA,100,41126
1883,Raavanan,2010,Mani Ratnam,"Mani Ratnam (story), Mani Ratnam, Suhasini (dialogue)","Vikram, Aishwarya Rai Bachchan, Prithviraj Sukumaran, Priyamani",Action,Tamil,India,128,480703
1884,Being Charlie,2015,Rob Reiner,"Nick Reiner (screenplay), Matt Elisofon (screenplay)","Nick Robinson, Morgan Saylor, Devon Bostick, Susan Misner",Drama,English,USA,97,11872
1885,Revenge of the Electric Car,2011,Chris Paine,"P.G. Morgan, Chris Paine","Tim Robbins, Dan Neil, Danny DeVito, Ray Wert",Documentary,English,USA,90,150307
1886,Phantom Thread,2017,Paul Thomas Anderson,Paul Thomas Anderson,"Vicky Krieps, Daniel Day-Lewis, Lesley Manville, Julie Vollono",Drama,English,USA,130,947190
1888,Ek Tha Tiger,2012,Kabir Khan,"Aditya Chopra, Kabir Khan (dialogue), Kabir Khan (screenplay), Neelesh Misra (dialogue), Neelesh Misra (screenplay)","Salman Khan, Katrina Kaif, Girish Karnad, Roshan Seth",Action,Hindi,India,132,2437447
1889,Corman's World: Exploits of a Hollywood Rebel,2011,Alex Stapleton,Alex Stapleton (by),"Paul W.S. Anderson, Allan Arkush, Eric Balfour, Paul Bartel",Documentary,English,USA,95,7000
1890,Land of the Lost,2009,Brad Silberling,"Chris Henchy, Dennis McNicholas, Sid Krofft (television series), Marty Krofft (television series)","Will Ferrell, Anna Friel, Danny McBride, Jorma Taccone",Adventure,English,USA,102,49392095
1891,Cheri,2009,Stephen Frears,"Christopher Hampton, Colette (novels)","Michelle Pfeiffer, Frances Tomelty, Tom Burke, Rupert Friend",Comedy,English,UK,86,2643292
1892,Coraline,2009,Henry Selick,"Henry Selick (screenplay), Neil Gaiman (book)","Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French",Animation,English,USA,100,75169351
1893,Out of the Furnace,2013,Scott Cooper,"Brad Ingelsby, Scott Cooper","Woody Harrelson, Dendrie Taylor, Carl Ciarfalio, Nancy Mosser",Crime,English,UK,116,8314341
1894,Post Mortem,2010,Pablo Larrain,"Eliseo Altunaga (screenplay advisor), Mateo Iribarren, Pablo Larrain","Alfredo Castro, Antonia Zegers, Jaime Vadell, Amparo Noguera",Drama,Spanish,Chile,98,2576
1895,Snitch,2013,Ric Roman Waugh,"Justin Haythe, Ric Roman Waugh","Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon",Action,English,USA,112,42908315
1896,The Boss Baby,2017,Tom McGrath,"Michael McCullers, Marla Frazee (based on the book by)","Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow",Animation,English,USA,97,174996080
1897,Shaolin,2011,Benny Chan,"Alan Yuen (original screenplay), Chi Kwong Cheung, Quiyu Wang, Kam Cheong Chan, Tan Cheung","Shaoqun Yu, Chen Zhiui, Xing Yu, Jing Wu",Action,Mandarin,Hong Kong,131,42256
1898,Don't Breathe,2016,Fede Alvarez,"Fede Alvarez, Rodo Sayagues","Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto",Crime,English,USA,88,89210468
1900,Cheerful Weather for the Wedding,2012,Donald Rice,"Mary Henely-Magill (screenplay), Donald Rice, Julia Strachey (novel)","Elizabeth McGovern, Eva Traynor, Paola Dionisotti, Sophie Stanton",Comedy,English,UK,89,1949
1901,Army of Crime,2009,Robert Guediguian,"Serge Le Peron (original idea), Robert Guediguian (scenario), Serge Le Peron (scenario), Gilles Taurand (scenario), Gilles Taurand (adaptation)","Simon Abkarian, Virginie Ledoyen, Robinson Stevenin, Lola Naymark",Drama,French,France,139,35416
1902,Vettai,2012,N. Linguswamy,"N. Linguswamy, Brindha Sarathy","Arya, Madhavan, Sameera Reddy, Amala Paul",Action,Tamil,India,150,198192
1903,Snow White and the Huntsman,2012,Rupert Sanders,"Evan Daugherty (screenplay), John Lee Hancock (screenplay), Hossein Amini (screenplay), Evan Daugherty (screen story)","Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin",Action,English,USA,127,155081785
1904,"Crazy, Stupid, Love.",2011,"Glenn Ficarra, John Requa",Dan Fogelman,"Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone",Comedy,English,USA,118,83300000
1905,Melancholia,2011,Lars von Trier,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Alexander Skarsgard, Brady Corbet",Drama,English,Denmark,135,2900000
1906,Piranha 3D,2010,Alexandre Aja,"Pete Goldfinger, Josh Stolberg","Richard Dreyfuss, Ving Rhames, Elisabeth Shue, Christopher Lloyd",Comedy,English,USA,88,24900000
1907,Admission,2013,Paul Weitz,"Karen Croner (screenplay by), Jean Hanff Korelitz (based on the novel by)","Tina Fey, Ann Harada, Ben Levin, Dan Levy",Comedy,English,USA,107,18000000
