Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Bedtime Stories,2008,"['Comedy', 'Family', 'Fantasy', 'Romance']",Adam Shankman,Matt Lopez,"['Adam Sandler', 'Keri Russell', 'Guy Pearce']",English,USA,99,109993847
Goodbye First Love,2011,"['Drama', 'Romance']",Mia Hansen-Love,Mia Hansen-Love,"['Lola Creton', 'Sebastian Urzendowsky', 'Magne-Havard Brekke']",French,France,110,42153
A Perfect Getaway,2009,"['Adventure', 'Mystery', 'Thriller']",David Twohy,David Twohy,"['Steve Zahn', 'Timothy Olyphant', 'Milla Jovovich']",English,USA,98,15536310
John Carter,2012,"['Action', 'Adventure', 'Sci-Fi']",Andrew Stanton,Andrew Stanton,"['Taylor Kitsch', 'Lynn Collins', 'Samantha Morton']",English,USA,132,73058679
The Hangover,2009,['Comedy'],Todd Phillips,Jon Lucas,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis']",English,USA,100,277313371
Maps to the Stars,2014,"['Comedy', 'Drama']",David Cronenberg,Bruce Wagner,"['Julianne Moore', 'Mia Wasikowska', 'John Cusack']",English,Canada,111,338190
Free Style,2008,['Drama'],William Dear,Jeffrey Nicholson,"['Corbin Bleu', 'Madison Pettis', 'Penelope Ann Miller']",English,Canada,94,97764
Beyond the Lights,2014,"['Drama', 'Music', 'Romance']",Gina Prince-Bythewood,Gina Prince-Bythewood,"['Gugu Mbatha-Raw', 'Nate Parker', 'Minnie Driver']",English,USA,116,14617945
A Film Unfinished,2010,"['Documentary', 'Drama', 'History']",Yael Hersonski,Yael Hersonski,"['Hanna Avrutzki', 'Luba Gewisser', 'Jurek Plonski']",German,Germany,88,311542
Garbo: The Spy,2009,"['Documentary', 'Biography', 'History']",Edmon Roch,Maria Hervera,"['Rupert Allason', 'Jose Antonio Escoriza', 'Aline Griffith']",English,Spain,88,28195
How to Lose Friends & Alienate People,2008,"['Biography', 'Comedy', 'Drama', 'Romance']",Robert B. Weide,Peter Straughan,"['Kelan Pannell', 'Janette Scott', 'Danny Huston']",English,UK,110,2458092
Me and Orson Welles,2008,"['Comedy', 'Drama']",Richard Linklater,Robert Kaplow,"['Christian McKay', 'Zac Efron', 'Zoe Kazan']",English,UK,114,1070524
The Adventures of Tintin,2011,"['Animation', 'Action', 'Adventure', 'Family', 'Mystery']",Steven Spielberg,Herge,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig']",English,USA,107,75300000
The Lords of Salem,2012,"['Horror', 'Thriller']",Rob Zombie,Rob Zombie,"['Sheri Moon Zombie', 'Bruce Davison', 'Jeff Daniel Phillips']",English,USA,101,1000000
The Grace Card,2010,['Drama'],David G. Evans,Howard Klausner,"['Michael Joiner', 'Michael Higgenbottom', 'Joy Parmer Moore']",English,USA,101,2428241
All Good Things,2010,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",Andrew Jarecki,Marcus Hinchey,"['Ryan Gosling', 'Kirsten Dunst', 'Frank Langella']",English,USA,101,578382
House of Tolerance,2011,['Drama'],Bertrand Bonello,Bertrand Bonello,"['Noemie Lvovsky', 'Hafsia Herzi', 'Celine Sallette']",French,France,122,19327
Happy-Go-Lucky,2008,"['Comedy', 'Drama', 'Romance']",Mike Leigh,Mike Leigh,"['Sally Hawkins', 'Elliot Cowan', 'Alexis Zegerman']",English,UK,118,3494485
Get the Gringo,2012,"['Action', 'Crime', 'Drama', 'Thriller']",Adrian Grunberg,Mel Gibson,"['Mel Gibson', 'Kevin Balmore', 'Daniel Gimenez Cacho']",English,USA,96,493573
The Son of No One,2011,"['Action', 'Crime', 'Drama', 'Thriller']",Dito Montiel,Dito Montiel,"['Al Pacino', 'Channing Tatum', 'James Ransone']",English,USA,90,28870
Vampire Academy,2014,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",Mark Waters,Richelle Mead,"['Zoey Deutch', 'Lucy Fry', 'Danila Kozlovsky']",English,USA,104,7508090
Kick-Ass,2010,"['Action', 'Comedy']",Matthew Vaughn,Jane Goldman,"['Aaron Taylor-Johnson', 'Garrett M. Brown', 'Evan Peters']",English,UK,117,20000000
Dear Mr. Watterson,2013,['Documentary'],Joel Allen Schroeder,unknown,"['Berkeley Breathed', 'Seth Green', 'Stephan Pastis']",English,USA,89,15428
Khumba,2013,"['Animation', 'Adventure', 'Family']",Anthony Silverston,Raffaella Delle Donne,"['Jake T. Austin', 'Adrian Rhodes', 'Sam Riegel']",English,South Africa,85,90465
127 Hours,2010,"['Adventure', 'Biography', 'Drama', 'Thriller']",Danny Boyle,Danny Boyle,"['James Franco', 'Kate Mara', 'Amber Tamblyn']",English,USA,94,18329466
Tai Chi Zero,2012,"['Action', 'Adventure', 'Drama']",Stephen Fung,Chia-Lu Chang,"['Hark-On Fung', 'Xiaochao Yuan', 'Stephen Fung']",Mandarin,China,98,151557
Silver Circle,2013,"['Animation', 'Thriller']",Pasha Roberts,Steven Schwartz,"['DeLon Grant', 'Philana Mia', 'Peter Berkrot']",English,USA,90,2825
Oranges and Sunshine,2010,"['Drama', 'History']",Jim Loach,Rona Munro,"['Emily Watson', 'Aisling Loftus', 'Stuart Wolfenden']",English,UK,105,2017976
Savages,2012,"['Crime', 'Drama', 'Thriller']",Oliver Stone,Shane Salerno,"['Blake Lively', 'Taylor Kitsch', 'Aaron Taylor-Johnson']",English,USA,131,47300000
The Great Gatsby,2013,"['Drama', 'Romance']",Baz Luhrmann,Baz Luhrmann,"['Lisa Adam', 'Frank Aldridge', 'Amitabh Bachchan']",English,Australia,143,144812796
Main Street,2010,['Drama'],John Doyle,Horton Foote,"['Colin Firth', 'Ellen Burstyn', 'Patricia Clarkson']",English,USA,92,1553
War Witch,2012,"['Drama', 'War']",Kim Nguyen,Kim Nguyen,"['Rachel Mwanza', 'Alain Lino Mic Eli Bastien', 'Serge Kanyinda']",French,Canada,90,28620
Two in the Wave,2010,['Documentary'],Emmanuel Laurent,Antoine de Baecque,"['Isild Le Besco', 'Anouk Aimee', 'Jean-Pierre Aumont']",French,France,91,27824
Meeting Evil,2012,"['Crime', 'Drama', 'Mystery', 'Thriller']",Chris Fisher,Thomas Berger,"['Luke Wilson', 'Samuel L. Jackson', 'Leslie Bibb']",English,USA,89,181
Red State,2011,"['Action', 'Crime', 'Horror', 'Thriller']",Kevin Smith,Kevin Smith,"['Michael Angarano', 'Deborah Aquila', 'Nicholas Braun']",English,USA,88,1000000
Saint John of Las Vegas,2009,"['Comedy', 'Drama']",Hue Rhodes,Hue Rhodes,"['Steve Buscemi', 'Romany Malco', 'Sarah Silverman']",English,USA,85,72245
Il Divo,2008,"['Biography', 'Drama']",Paolo Sorrentino,Paolo Sorrentino,"['Toni Servillo', 'Anna Bonaiuto', 'Giulio Bosetti']",Italian,Italy,110,200000
We Have a Pope,2011,"['Comedy', 'Drama']",Nanni Moretti,Nanni Moretti,"['Michel Piccoli', 'Jerzy Stuhr', 'Renato Scarpa']",Italian,Italy,102,480926
Paddington,2014,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Paul King,Paul King,"['Tim Downie', 'Madeleine Worrall', 'Lottie Steer']",English,UK,95,85879985
Trade of Innocents,2012,"['Drama', 'Thriller']",Christopher M. Bessette,Christopher M. Bessette,"['Dermot Mulroney', 'Mira Sorvino', 'John Billingsley']",English,USA,88,15059
The Wolf of Wall Street,2013,"['Biography', 'Comedy', 'Crime', 'Drama']",Martin Scorsese,Terence Winter,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']",English,USA,180,91330760
Saving Mr. Banks,2013,"['Biography', 'Comedy', 'Drama', 'Family', 'Music']",John Lee Hancock,Kelly Marcel,"['Emma Thompson', 'Tom Hanks', 'Annie Rose Buckley']",English,USA,125,53260198
The Dressmaker,2015,"['Comedy', 'Drama']",Jocelyn Moorhouse,Rosalie Ham,"['Kate Winslet', 'Judy Davis', 'Liam Hemsworth']",English,Australia,119,2021399
Youth,2015,"['Comedy', 'Drama', 'Music', 'Romance']",Paolo Sorrentino,Paolo Sorrentino,"['The Retrosettes', 'Gabriella Belisario', 'Laura De Marchi']",English,Italy,124,1882275
Silent Hill: Revelation,2012,['Horror'],M.J. Bassett,M.J. Bassett,"['Adelaide Clemens', 'Kit Harington', 'Carrie-Anne Moss']",English,Canada,95,17529157
Dinner for Schmucks,2010,['Comedy'],Jay Roach,David Guion,"['Steve Carell', 'Paul Rudd', 'Zach Galifianakis']",English,USA,114,72980108
The Patience Stone,2012,"['Drama', 'War']",Atiq Rahimi,Jean-Claude Carriere,"['Golshifteh Farahani', 'Hamid Djavadan', 'Hassina Burgan']",Persian,Afghanistan,102,71282
"Hieronymus Bosch, Touched by the Devil",2015,['Documentary'],Pieter van Huystee,Pieter van Huystee,"['Matteo Ceriana', 'Charles de Mooij', 'Robert G. Erdmann']",Dutch,Netherlands,86,167601
College Road Trip,2008,"['Adventure', 'Comedy', 'Drama', 'Family']",Roger Kumble,Emi Mochizuki,"['Martin Lawrence', 'Raven-Symone', 'Kym Whitley']",English,USA,83,45500000
The Song,2014,"['Drama', 'Music', 'Romance']",Richard Ramsey,Richard Ramsey,"['Alan Powell', 'Ali Faulkner', 'Caitlin Nicol-Thomas']",English,USA,116,5520506
The Happening,2008,"['Mystery', 'Sci-Fi', 'Thriller']",M. Night Shyamalan,M. Night Shyamalan,"['Mark Wahlberg', 'Zooey Deschanel', 'John Leguizamo']",English,USA,91,64500000
Seraphine,2008,"['Biography', 'Drama']",Martin Provost,Marc Abdelnour,"['Yolande Moreau', 'Ulrich Tukur', 'Anne Bennent']",French,France,125,557682
The Hangover,2009,['Comedy'],Todd Phillips,Jon Lucas,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis']",English,USA,100,277313371
Skyline,2010,"['Action', 'Sci-Fi', 'Thriller']",Colin Strause,Joshua Cordes,"['Eric Balfour', 'Scottie Thompson', 'Brittany Daniel']",English,USA,92,12000000
Burke and Hare,2010,"['Comedy', 'Crime', 'History', 'Thriller']",John Landis,Piers Ashworth,"['Bill Bailey', 'Tom Wilkinson', 'Michael Smiley']",English,UK,91,947
Apartment 143,2011,"['Horror', 'Thriller']",Carles Torrens,Rodrigo Cortes,"['Francesc Garrido', 'Fiona Glascott', 'Rick Gonzalez']",English,Spain,80,256
Calvary,2014,['Drama'],John Michael McDonagh,John Michael McDonagh,"['Brendan Gleeson', 'Chris ODowd', 'Kelly Reilly']",English,Ireland,102,5030432
Veteran,2015,"['Action', 'Comedy', 'Crime']",Seung-wan Ryoo,Seon-gyeong Gu,"['Jung-min Hwang', 'Ah-in Yoo', 'Hae-jin Yoo']",Russian,South Korea,123,1048332
Knight and Day,2010,"['Action', 'Adventure', 'Comedy']",James Mangold,Patrick ONeill,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard']",English,USA,109,76418654
Benda Bilili!,2010,"['Documentary', 'Music']",Renaud Barret,Renaud Barret,"['Leon Likabu', 'Roger Landu', 'Coco Ngambali']",Lingala,The Democratic Republic Of Congo,85,11267
Waste Land,2010,['Documentary'],Lucy Walker,unknown,['Vik Muniz'],Portuguese,Brazil,99,100000
Raanjhanaa,2013,"['Drama', 'Romance']",Aanand L. Rai,Himanshu Sharma,"['Dhanush', 'Sonam Kapoor', 'Mohammed Zeeshan Ayyub']",Hindi,India,140,875051
Mansome,2012,['Documentary'],Morgan Spurlock,Jeremy Chilnick,"['Jason Bateman', 'Will Arnett', 'Isaiah Mustafa']",English,USA,82,18395
Men Go to Battle,2015,"['Comedy', 'Drama', 'History']",Zachary Treitz,Kate Lyn Sheil,"['Charlotte Arnold', 'Steve Coulter', 'Samantha Jacober']",English,USA,98,17950
The Change-Up,2011,"['Comedy', 'Fantasy']",David Dobkin,Jon Lucas,"['Ryan Reynolds', 'Jason Bateman', 'Leslie Mann']",English,USA,112,37000000
Fantastic Four,2015,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Josh Trank,Jeremy Slater,"['Miles Teller', 'Michael B. Jordan', 'Kate Mara']",English,USA,100,49179296
Resurrect Dead: The Mystery of the Toynbee Tiles,2011,['Documentary'],Jon Foy,Jon Foy,"['Justin Duerr', 'Marc Duerr', 'Kevin Riley']",English,USA,86,21243
Terri,2011,"['Comedy', 'Drama']",Azazel Jacobs,Patrick DeWitt,"['Jacob Wysocki', 'John C. Reilly', 'Bridger Zadina']",English,USA,105,400000
Jonah Hex,2010,"['Action', 'Drama', 'Fantasy', 'Thriller', 'Western']",Jimmy Hayward,Mark Neveldine,"['Josh Brolin', 'John Malkovich', 'Megan Fox']",English,USA,81,10500000
Race 2,2013,"['Action', 'Crime', 'Thriller']",Abbas Alibhai Burmawalla,Shiraz Ahmed,"['Saif Ali Khan', 'John Abraham', 'Deepika Padukone']",Hindi,India,150,1578996
Absolutely Anything,2015,"['Comedy', 'Sci-Fi']",Terry Jones,Terry Jones,"['Simon Pegg', 'Kate Beckinsale', 'Sanjeev Bhaskar']",English,UK,85,673096
The Retrieval,2013,"['Adventure', 'Drama', 'Western']",Chris Eska,Chris Eska,"['Ashton Sanders', 'Tishuan Scott', 'Keston John']",English,USA,92,50257
Jihne Mera Dil Luteya,2011,"['Comedy', 'Drama']",Mandeep Kumar,Dheeraj Rattan,"['Gippy Grewal', 'Neeru Bajwa', 'Diljit Dosanjh']",Punjabi,India,135,461808
Super,2010,"['Action', 'Comedy', 'Drama']",James Gunn,James Gunn,"['Rainn Wilson', 'Ellen Page', 'Liv Tyler']",English,USA,96,200000
Baby Mama,2008,"['Comedy', 'Romance']",Michael McCullers,Michael McCullers,"['Amy Poehler', 'Tina Fey', 'Greg Kinnear']",English,USA,99,60269340
State of Play,2009,"['Crime', 'Drama', 'Mystery', 'Thriller']",Kevin Macdonald,Matthew Michael Carnahan,"['Russell Crowe', 'Ben Affleck', 'Rachel McAdams']",English,USA,127,36965395
Noah,2014,"['Action', 'Adventure', 'Drama']",Darren Aronofsky,Darren Aronofsky,"['Russell Crowe', 'Jennifer Connelly', 'Ray Winstone']",English,USA,138,101160529
Repo Men,2010,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",Miguel Sapochnik,Eric Garcia,"['Jude Law', 'Forest Whitaker', 'Alice Braga']",English,USA,111,13156255
Edge of Tomorrow,2014,"['Action', 'Sci-Fi']",Doug Liman,Christopher McQuarrie,"['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson']",English,USA,113,77121429
Pina,2011,"['Documentary', 'Music']",Wim Wenders,Wim Wenders,"['Regina Advento', 'Malou Airaudo', 'Ruth Amarante']",German,Germany,103,3520458
Cassadaga,2011,"['Horror', 'Thriller']",Anthony DiBlasi,Bruce Wood,"['Kelen Coleman', 'Kevin Alejandro', 'Louise Fletcher']",English,USA,108,1678
Anesthesia,2015,"['Crime', 'Drama', 'Thriller']",Tim Blake Nelson,Tim Blake Nelson,"['Sam Waterston', 'Ivan Goris', 'Rob Morgan']",English,USA,90,22386
It Felt Like Love,2013,['Drama'],Eliza Hittman,Eliza Hittman,"['Gina Piersanti', 'Jesse Cordasco', 'Giovanna Salimeni']",English,USA,82,31173
"Turn Me On, Dammit!",2011,"['Comedy', 'Romance']",Jannicke Systad Jacobsen,Jannicke Systad Jacobsen,"['Helene Bergsholm', 'Malin Bjorhovde', 'Beate Stofring']",Norwegian,Norway,76,65324
Walking with the Enemy,2013,"['Action', 'Drama', 'History', 'Romance', 'War']",Mark Schmidt,Kenny Golde,"['Vitalie Bichir', 'Florin Arhip', 'Jonas Armstrong']",English,Romania,124,357000
Monsters University,2013,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Dan Scanlon,Dan Scanlon,"['Billy Crystal', 'John Goodman', 'Steve Buscemi']",English,USA,104,260300000
My Afternoons with Margueritte,2010,"['Comedy', 'Drama']",Jean Becker,Jean Becker,"['Gerard Depardieu', 'Gisele Casadesus', 'Maurane']",French,France,82,24584
Gimme the Loot,2012,"['Comedy', 'Crime', 'Drama']",Adam Leon,Adam Leon,"['Tashiana Washington', 'Ty Hickson', 'Meeko']",English,USA,81,97768
Still Mine,2012,['Drama'],Michael McGowan,Michael McGowan,"['James Cromwell', 'Chuck Shamata', 'Genevieve Bujold']",English,Canada,102,1154466
A Place at the Table,2012,['Documentary'],Kristi Jacobson,unknown,"['Adam Appelhanz', 'David Beckmann', 'Joel Berg']",English,USA,84,230522
Burning Bodhi,2015,['Drama'],Matthew McDuffie,Matthew McDuffie,"['Kaley Cuoco', 'Virginia Madsen', 'Sasha Pieterse']",English,USA,93,3289
Hits,2014,"['Comedy', 'Drama']",David Cross,David Cross,"['Meredith Hagner', 'Matt Walsh', 'James Adomian']",English,USA,96,15156
Billy: The Early Years,2008,"['Biography', 'Drama']",Robby Benson,William Paul McKay,"['J. Thomas Bailey', 'Dan Beene', 'Cliff Bemis']",English,USA,98,320876
United Passions,2014,"['Drama', 'History', 'Sport']",Frederic Auburtin,Frederic Auburtin,"['Sam Neill', 'Tim Roth', 'Fisher Stevens']",English,France,110,900
Minuscule: Valley of the Lost Ants,2013,"['Animation', 'Adventure', 'Family']",Helene Giraud,Thomas Szabo,['unknown'],None,France,89,195294
Playing for Keeps,2012,"['Comedy', 'Romance', 'Sport']",Gabriele Muccino,Robbie Fox,"['Gerard Butler', 'Jessica Biel', 'Noah Lomax']",English,USA,105,13099786
De Palma,2015,"['Documentary', 'Biography']",Noah Baumbach,unknown,['Brian De Palma'],English,USA,110,163359
The Hunger Games: Mockingjay - Part 1,2014,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Francis Lawrence,Peter Craig,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",English,USA,123,295457212
Her,2013,"['Drama', 'Romance', 'Sci-Fi']",Spike Jonze,Spike Jonze,"['Joaquin Phoenix', 'Lynn Adrianna', 'Lisa Renee Pitts']",English,USA,126,17901029
Jig,2011,"['Documentary', 'Musical']",Sue Bourne,Julie Heekin,"['Joe Bitter', 'John Carey', 'Suzanne Coyle']",English,UK,99,157504
The Woman in Black,2012,"['Drama', 'Fantasy', 'Horror', 'Thriller']",James Watkins,Susan Hill,"['Emma Shorey', 'Molly Harmon', 'Ellisa Walker-Reid']",English,UK,95,54322273
Colombiana,2011,"['Action', 'Drama', 'Thriller']",Olivier Megaton,Luc Besson,"['Zoe Saldana', 'Jordi Molla', 'Lennie James']",English,France,108,36665854
The Bad Education Movie,2015,['Comedy'],Elliot Hegarty,Jack Whitehall,"['Jack Whitehall', 'Charlie Wernham', 'Nikki Runeckles']",English,UK,90,921426
Friends with Kids,2011,"['Comedy', 'Drama', 'Romance']",Jennifer Westfeldt,Jennifer Westfeldt,"['Adam Scott', 'Jennifer Westfeldt', 'Maya Rudolph']",English,USA,107,5600000
Resident Evil: Afterlife,2010,"['Action', 'Adventure', 'Horror', 'Sci-Fi']",Paul W.S. Anderson,Paul W.S. Anderson,"['Milla Jovovich', 'Ali Larter', 'Kim Coates']",English,Germany,96,60128566
Goodbye Solo,2008,['Drama'],Ramin Bahrani,Bahareh Azimi,"['Souleymane Sy Savane', 'Red West', 'Diana Franco Galindo']",English,USA,91,809220
Do Knot Disturb,2009,"['Comedy', 'Drama']",David Dhawan,Yunus Sajawal,"['Govinda', 'Sushmita Sen', 'Riteish Deshmukh']",Hindi,India,126,124573
White Material,2009,['Drama'],Claire Denis,Claire Denis,"['Isabelle Huppert', 'Christopher Lambert', 'Nicolas Duvauchelle']",French,France,106,302819
Take Shelter,2011,"['Drama', 'Horror', 'Thriller']",Jeff Nichols,Jeff Nichols,"['Michael Shannon', 'Jessica Chastain', 'Tova Stewart']",English,USA,120,1600000
Skyline,2010,"['Action', 'Sci-Fi', 'Thriller']",Colin Strause,Joshua Cordes,"['Eric Balfour', 'Scottie Thompson', 'Brittany Daniel']",English,USA,92,12000000
The Lincoln Lawyer,2011,"['Crime', 'Drama', 'Thriller']",Brad Furman,John Romano,"['Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe']",English,USA,118,57900000
Austenland,2013,"['Comedy', 'Romance']",Jerusha Hess,Jerusha Hess,"['Keri Russell', 'JJ Feild', 'Bret McKenzie']",English,UK,97,2155334
WALL*E,2008,"['Animation', 'Adventure', 'Family', 'Sci-Fi']",Andrew Stanton,Andrew Stanton,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin']",English,USA,98,223749872
Redbelt,2008,"['Drama', 'Sport']",David Mamet,David Mamet,"['Max Martini', 'Matt Cable', 'Chiwetel Ejiofor']",English,USA,99,2278707
Walk of Shame,2014,['Comedy'],Steven Brill,Steven Brill,"['Elizabeth Banks', 'James Marsden', 'Gillian Jacobs']",English,USA,95,39751
Valhalla Rising,2009,"['Adventure', 'Drama', 'Fantasy']",Nicolas Winding Refn,Nicolas Winding Refn,"['Mads Mikkelsen', 'Alexander Morton', 'Stewart Porter']",English,Denmark,93,17836
Somm,2012,['Documentary'],Jason Wise,Jason Wise,"['Bo Barrett', 'Shayn Bjornholm', 'Dave Cauble']",English,USA,94,170561
Occupy Unmasked,2012,['Documentary'],Stephen K. Bannon,Stephen K. Bannon,"['Saul Alinsky', 'Anthony Averest', 'Bill Ayers']",English,USA,76,51787
Upstream Color,2013,"['Drama', 'Sci-Fi']",Shane Carruth,Shane Carruth,"['Amy Seimetz', 'Shane Carruth', 'Andrew Sensenig']",English,USA,96,415067
Beverly Hills Chihuahua,2008,"['Adventure', 'Comedy', 'Drama', 'Family', 'Romance']",Raja Gosnell,Analisa LaBianco,"['Piper Perabo', 'Manolo Cardona', 'Jamie Lee Curtis']",English,USA,91,94497271
The Forgiveness of Blood,2011,['Drama'],Joshua Marston,Joshua Marston,"['Tristan Halilaj', 'Refet Abazi', 'Zana Hasaj']",Albanian,USA,109,119683
Harry Brown,2009,"['Action', 'Crime', 'Drama', 'Thriller']",Daniel Barber,Gary Young,"['Michael Caine', 'Emily Mortimer', 'Charlie Creed-Miles']",English,UK,103,1818681
4:44 Last Day on Earth,2011,"['Drama', 'Fantasy', 'Sci-Fi']",Abel Ferrara,Abel Ferrara,"['Shanyn Leigh', 'Willem Dafoe', 'Tony Redman']",English,USA,82,15738
Senna,2010,"['Documentary', 'Biography', 'Sport']",Asif Kapadia,Manish Pandey,"['Ayrton Senna', 'Alain Prost', 'Frank Williams']",English,UK,106,1602460
Lee Daniels' The Butler,2013,"['Biography', 'Drama']",Lee Daniels,Danny Strong,"['Forest Whitaker', 'David Banner', 'Michael Rainey Jr.']",English,USA,132,116631310
Putty Hill,2010,['Drama'],Matthew Porterfield,Jordan Mintzer,"['Sky Ferreira', 'Cody Ray', 'Dustin Ray']",English,USA,85,48644
In Time,2011,"['Action', 'Sci-Fi', 'Thriller']",Andrew Niccol,Andrew Niccol,"['Justin Timberlake', 'Olivia Wilde', 'Shyloh Oostwald']",English,USA,109,35900000
Bright Star,2009,"['Biography', 'Drama', 'Romance']",Jane Campion,Jane Campion,"['Abbie Cornish', 'Ben Whishaw', 'Paul Schneider']",English,UK,119,4341275
Left Behind,2014,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Thriller']",Vic Armstrong,Jerry B. Jenkins,"['Nicolas Cage', 'Chad Michael Murray', 'Cassi Thomson']",English,USA,110,10649893
From Prada to Nada,2011,"['Comedy', 'Drama', 'Romance']",Angel Gracia,Fina Torres,"['Camilla Belle', 'Alexa PenaVega', 'Tina French']",English,Mexico,107,3016244
