Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Eyes Wide Open,2009,Drama,Haim Tabakman,Merav Doster ,Zohar Shtrauss,Hebrew,Israel,91,463914
The Lego Movie,2014,Animation,Phil Lord,Phil Lord ,Will Arnett,English,Australia,100,244870202
New York,2009,Crime,Kabir Khan,Aditya Chopra ,John Abraham,Hindi,India,153,981866
Violet & Daisy,2011,Action,Geoffrey Fletcher,Geoffrey Fletcher,Saoirse Ronan,English,USA,88,9982
Fences,2016,Drama,Denzel Washington,August Wilson ,Denzel Washington,English,USA,139,57642961
If I Were You,2012,Comedy,Joan Carr-Wiggin,Joan Carr-Wiggin,Marcia Gay Harden,English,UK,115,9222
Lo and Behold: Reveries of the Connected World,2016,Documentary,Werner Herzog,unknown,Werner Herzog,English,USA,98,594452
Damsels in Distress,2011,Comedy,Whit Stillman,Whit Stillman ,Greta Gerwig,English,USA,99,1007535
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Animation,Mike Nawrocki,Phil Vischer,Phil Vischer,English,USA,85,12701880
CHIPS,2017,Action,Dax Shepard,Rick Rosner ,Michael Pena,English,USA,100,18591819
"Peace, Love & Misunderstanding",2011,Comedy,Bruce Beresford,Christina Mengert,Kyle MacLachlan,English,USA,96,539896
Airlift,2016,Drama,Raja Menon,Raja Menon ,Akshay Kumar,Hindi,India,130,168391
Danny Collins,2015,Biography,Dan Fogelman,Dan Fogelman,Al Pacino,English,USA,106,4242318
Sultan,2016,Action,Ali Abbas Zafar,Ali Abbas Zafar,Salman Khan,Hindi,India,170,5248781
Precious,2009,Drama,Lee Daniels,Geoffrey Fletcher ,Gabourey Sidibe,English,USA,110,47536959
Chaar Sahibzaade,2014,Animation,Harry Baweja,Harry Baweja ,Om Puri,Panjabi,India,135,791777
The Perfect Guy,2015,Drama,David M. Rosenthal,Alan B. McElroy ,Sanaa Lathan,English,USA,100,45000926
Fidelio: Alice's Odyssey,2014,Drama,Lucie Borleteau,Lucie Borleteau ,Ariane Labed,French,France,97,2977
LBJ,2016,Biography,Rob Reiner,Joey Hartstone ,Woody Harrelson,English,USA,98,2359952
Into Eternity: A Film for the Future,2010,Documentary,Michael Madsen,Michael Madsen,Carl Reinhold Brakenhjelm,English,Denmark,75,33046
Harry Potter and the Deathly Hallows: Part 1,2010,Adventure,David Yates,Steve Kloves ,Bill Nighy,English,UK,146,294980434
"We Love You, Sally Carmichael!",2017,Comedy,Christopher Gorham,Daryn Tufts,Felicia Day,unknown,USA,84,28500
The Infiltrator,2016,Biography,Brad Furman,Ellen Sue Brown ,Bryan Cranston,English,UK,127,15425870
V/H/S,2012,Horror,Matt Bettinelli-Olpin,Brad Miska ,Calvin Reeder,English,USA,116,68296
Unconditional Love,2012,Drama,Bryn Higgins,Sukey Fisher,Christian Cooke,English,UK,92,1000000
Seeking Justice,2011,Action,Roger Donaldson,Todd Hickey ,Nicolas Cage,English,USA,105,410819
The Runaways,2010,Biography,Floria Sigismondi,Floria Sigismondi ,Kristen Stewart,English,USA,106,3600000
God's Pocket,2014,Crime,John Slattery,Peter Dexter ,Christina Hendricks,English,USA,88,97040
A Matter of Faith,2014,Drama,Rich Christiano,Dave Christiano,Jordan Trovillion,English,USA,89,660659
Top Spin,2014,Documentary,Sara Newens,unknown,Ariel Hsing,English,USA,80,5858
The Haunting of Molly Hartley,2008,Drama,Mickey Liddell,John Travis,Haley Bennett,English,USA,82,13350177
Dear Zindagi,2016,Drama,Gauri Shinde,Gauri Shinde,Alia Bhatt,Hindi,India,151,1397133
Oddball and the Penguins,2015,Adventure,Stuart McDonald,Peter Ivan,Shane Jacobson,English,Australia,95,6709509
The Punk Singer,2013,Documentary,Sini Anderson,unknown,Kathleen Hanna,English,USA,81,121418
David and Goliath,2016,Action,Wallace Brothers,Jeffrey Giles ,Matt Berberi,English,USA,75,161000
Batman v Superman: Dawn of Justice,2016,Action,Zack Snyder,Chris Terrio,Ben Affleck,English,USA,151,293792936
Populaire,2012,Comedy,Regis Roinsard,Regis Roinsard ,Romain Duris,French,France,111,119375
Porto,2016,Drama,Gabe Klinger,Larry Gross,Anton Yelchin,English,Portugal,76,11823
Wild City,2015,Action,Ringo Lam,Ringo Lam ,Louis Koo,Cantonese,Hong Kong,120,17181
Sweetgrass,2009,Documentary,Ilisa Barbash,unknown,unknown,English,France,101,207473
Inequality for All,2013,Documentary,Jacob Kornbluth,unknown,Lily Tomlin,English,USA,89,1205079
The Hundred-Foot Journey,2014,Comedy,Lasse Hallstrom,Steven Knight ,Helen Mirren,English,USA,122,46214579
Leap!,2016,Animation,Eric Summer,Eric Summer ,Elle Fanning,English,France,89,21797758
Knowing,2009,Action,Alex Proyas,Ryne Douglas Pearson ,Nicolas Cage,English,USA,121,79948113
Battleship,2012,Action,Peter Berg,Jon Hoeber,Taylor Kitsch,English,USA,131,65173160
Wonderstruck,2017,Drama,Todd Haynes,Brian Selznick ,Millicent Simmonds,Spanish,USA,116,976561
Greater,2016,Biography,David L. Hunt,Brian Reindl,Neal McDonough,English,USA,130,1995407
What Just Happened,2008,Comedy,Barry Levinson,Art Linson,Robert De Niro,English,USA,104,1043419
Bruno,2009,Comedy,Larry Charles,Sacha Baron Cohen ,Sacha Baron Cohen,English,USA,81,59992760
Rust and Bone,2012,Drama,Jacques Audiard,Jacques Audiard ,Marion Cotillard,French,France,120,1900000
The Boss,2016,Comedy,Ben Falcone,Melissa McCarthy,Melissa McCarthy,English,USA,99,54489847
Dirty Wars,2013,Documentary,Rick Rowley,David Riker,Nasser Al Aulaqi,English,USA,87,365604
The Oxford Murders,2008,Crime,Alex de la Iglesia,Alex de la Iglesia ,Elijah Wood,English,Spain,104,3607
Take Me to the River,2015,Drama,Matt Sobel,Matt Sobel,Logan Miller,English,USA,84,27938
Tevar,2015,Action,Amit Ravindernath Sharma,Gunasekhar,Arjun Kapoor,Hindi,India,157,234207
The Island President,2011,Documentary,Jon Shenk,unknown,Mohamed Nasheed,English,USA,101,75233
Meet the Mormons,2014,Documentary,Blair Treu,unknown,Jermaine Sullivan,English,USA,78,5833665
Into the White,2012,Action,Petter Naess,Ole Meldgaard,Florian Lukas,English,Norway,104,477
Flight,2012,Drama,Robert Zemeckis,John Gatins,Nadine Velazquez,English,USA,138,89400000
Before I Fall,2017,Drama,Ry Russo-Young,Maria Maggenti ,Zoey Deutch,English,USA,98,12230741
Elles,2011,Drama,Malgorzata Szumowska,Tine Byrckel,Juliette Binoche,French,France,99,157427
Sleeping Beauty,2011,Drama,Julia Leigh,Yasunari Kawabata ,Bridgette Barrett,English,Australia,101,21236
Soul on a String,2016,Drama,Yang Zhang,Yang Zhang,Quni Ciren,Tibetan,China,142,3555
Planes,2013,Animation,Klay Hall,John Lasseter ,Dane Cook,English,USA,91,71270759
Bel Ami,2012,Drama,Declan Donnellan,Guy de Maupassant ,Robert Pattinson,English,UK,102,803761
Aloha,2015,Comedy,Cameron Crowe,Cameron Crowe,Bradley Cooper,English,USA,105,15669178
Jayne Mansfield's Car,2012,Drama,Billy Bob Thornton,Billy Bob Thornton,Robert Duvall,English,USA,122,14276
Finding Mr Right 2,2016,Romance,Xiaolu Xue,Mia Jiao,Wei Tang,Mandarin,China,132,222146
Grace Unplugged,2013,Drama,Brad J. Silverman,Brad J. Silverman ,AJ Michalka,English,USA,102,2507106
Luv Shuv Tey Chicken Khurana,2012,Comedy,Sameer Sharma,Sumit Batheja,Kunal Kapoor,Hindi,India,140,140057
Cyrus,2010,Comedy,Jay Duplass,Mark Duplass,John C. Reilly,English,USA,91,7455447
Her,2013,Drama,Spike Jonze,Spike Jonze,Joaquin Phoenix,English,USA,126,17901029
Alone in Berlin,2016,Drama,Vincent Perez,Achim von Borries ,Emma Thompson,English,UK,103,19428
Filth,2013,Comedy,Jon S. Baird,Jon S. Baird,James McAvoy,English,UK,97,23145
Fifty Shades Freed,2018,Drama,James Foley,Niall Leonard ,Dakota Johnson,English,USA,105,95599460
The Finest Hours,2016,Action,Craig Gillespie,Scott Silver ,Chris Pine,English,USA,117,20278493
The Pyramid,2014,Action,Gregory Levasseur,Daniel Meersand,Ashley Hinshaw,English,USA,89,2325230
Body of Lies,2008,Action,Ridley Scott,William Monahan ,Leonardo DiCaprio,English,USA,128,39380442
Hit and Run,2012,Action,David Palmer,Dax Shepard,Kristen Bell,English,USA,100,13600000
Death Wish,2018,Action,Eli Roth,Joe Carnahan ,Bruce Willis,English,USA,107,13025000
The Lone Ranger,2013,Action,Gore Verbinski,Justin Haythe ,Johnny Depp,English,USA,150,89289910
The Secret Life of Pets,2016,Animation,Chris Renaud,Cinco Paul,Louis C.K.,English,Japan,87,368305960
Miracle at St. Anna,2008,Action,Spike Lee,James McBride ,Derek Luke,English,USA,160,7756328
Novitiate,2017,Drama,Maggie Betts,Maggie Betts,Melissa Leo,English,USA,123,570409
Ai Weiwei: The Fake Case,2013,Documentary,Andreas Johnsen,Andreas Johnsen,Lao Ai,Mandarin,Denmark,86,24134
Management,2008,Comedy,Stephen Belber,Stephen Belber,Jennifer Aniston,English,USA,94,809787
The Warring States,2011,Drama,Chen Jin,Jie Shen,Tian Jing,Mandarin,China,125,67991
Couples Retreat,2009,Comedy,Peter Billingsley,Jon Favreau,Vince Vaughn,English,USA,113,109176215
Seven Psychopaths,2012,Comedy,Martin McDonagh,Martin McDonagh,Michael Pitt,English,UK,110,15000000
Bang Bang,2014,Action,Siddharth Anand,Sujoy Ghosh ,Hrithik Roshan,Hindi,India,153,2681879
The Dead Lands,2014,Action,Toa Fraser,Glenn Standring,James Rolleston,Maori,New Zealand,107,12040
Tiger Zinda Hai,2017,Action,Ali Abbas Zafar,Neelesh Misra ,Salman Khan,Hindi,India,161,5560921
The Sacrament,2013,Horror,Ti West,Ti West,Joe Swanberg,English,USA,99,4475
Valkyrie,2008,Drama,Bryan Singer,Christopher McQuarrie,Tom Cruise,English,USA,121,82989109
Redwood Highway,2013,Drama,Gary Lundgren,Gary Lundgren,Shirley Knight,English,USA,90,132297
Humshakals,2014,Comedy,Sajid Khan,Sajid Khan ,Saif Ali Khan,Hindi,India,159,129181
Year One,2009,Adventure,Harold Ramis,Harold Ramis ,Jack Black,English,USA,97,43337279
Not Fade Away,2012,Drama,David Chase,David Chase,John Magaro,English,USA,112,605747
Coming Through the Rye,2015,Drama,James Steven Sadwith,James Steven Sadwith,Alex Wolff,English,USA,97,4000
Avengers: Age of Ultron,2015,Action,Joss Whedon,Joss Whedon,Robert Downey Jr.,English,USA,141,429113729
Every Little Step,2008,Documentary,Adam Del Deo,unknown,German Alexander,English,USA,96,1528106
Spring,2014,Horror,Justin Benson,Justin Benson,Lou Taylor Pucci,English,USA,109,29975
Nebraska,2013,Adventure,Alexander Payne,Bob Nelson,Bruce Dern,English,USA,115,11348612
Foxcatcher,2014,Biography,Bennett Miller,E. Max Frye,Steve Carell,English,USA,134,9744477
The Longshots,2008,Biography,Fred Durst,Nick Santora,Ice Cube,English,USA,94,11389715
"Kiki, Love to Love",2016,Comedy,Paco Leon,Josh Lawson ,Natalia de Molina,Spanish,Spain,102,11892
Chance Pe Dance,2010,Comedy,Ken Ghosh,Nupur Asthana ,Shahid Kapoor,Hindi,India,122,130160
About Time,2013,Comedy,Richard Curtis,Richard Curtis,Domhnall Gleeson,English,UK,123,18472384
How to Train Your Dragon,2010,Animation,Dean DeBlois,William Davies ,Jay Baruchel,English,USA,98,216900000
Paan Singh Tomar,2012,Action,Tigmanshu Dhulia,Sanjay Chauhan ,Irrfan Khan,Hindi,India,135,39567
13 Minutes,2015,Biography,Oliver Hirschbiegel,Leonie-Claire Breinersdorfer ,Christian Friedel,German,Germany,114,160450
Hesher,2010,Comedy,Spencer Susser,Spencer Susser,Joseph Gordon-Levitt,English,USA,106,300000
Predestination,2014,Drama,Michael Spierig,Michael Spierig,Ethan Hawke,English,Australia,97,201560
Step Brothers,2008,Comedy,Adam McKay,Will Ferrell ,Will Ferrell,English,USA,98,100468793
Pawn Shop Chronicles,2013,Action,Wayne Kramer,Adam Minarovich ,Paul Walker,English,USA,112,4915
Death of a Gentleman,2015,Documentary,Johnny Blank,Sam Collins,Jonathan Agnew,English,UK,99,872092
The Bad Batch,2016,Drama,Ana Lily Amirpour,Ana Lily Amirpour,Suki Waterhouse,English,USA,118,180851
Ill Manors,2012,Crime,Plan B,Plan B,Riz Ahmed,English,UK,121,256288
Why Him?,2016,Comedy,John Hamburg,John Hamburg ,Zoey Deutch,English,USA,111,60312925
Watchers of the Sky,2014,Documentary,Edet Belzberg,Samantha Power ,Benjamin Ferencz,English,USA,120,19081
Matching Jack,2010,Drama,Nadia Tass,Lynne Renew ,Jacinda Barrett,English,Australia,99,258011
Happythankyoumoreplease,2010,Comedy,Josh Radnor,Josh Radnor ,Malin Akerman,English,USA,100,215576
Tulip Fever,2017,Drama,Justin Chadwick,Deborah Moggach ,Alicia Vikander,English,UK,105,2399374
The Haunting in Connecticut,2009,Drama,Peter Cornwell,Adam Simon,Virginia Madsen,English,USA,92,55325526
The Grey,2011,Action,Joe Carnahan,Joe Carnahan ,Liam Neeson,English,USA,117,51533608
Chernobyl Diaries,2012,Horror,Bradley Parker,Oren Peli ,Ingrid Bolso Berdal,English,USA,86,18100000
From Afar,2015,Drama,Lorenzo Vigas,Lorenzo Vigas ,Alfredo Castro,Spanish,Venezuela,93,30108
Hamlet 2,2008,Comedy,Andrew Fleming,Pam Brady,Steve Coogan,English,USA,92,4784111
The Losers,2010,Action,Sylvain White,Peter Berg ,Jeffrey Dean Morgan,English,USA,97,23400000
Of Mind and Music,2014,Drama,Richie Adams,Richie Adams,Joaquim de Almeida,English,USA,98,15073
W.E.,2011,Drama,Madonna,Madonna,Abbie Cornish,English,UK,119,582075
Good Time,2017,Crime,Benny Safdie,Ronald Bronstein,Robert Pattinson,English,USA,101,1999047
J. Edgar,2011,Biography,Clint Eastwood,Dustin Lance Black,Leonardo DiCaprio,English,USA,137,37304451
Guy and Madeline on a Park Bench,2009,Drama,Damien Chazelle,Damien Chazelle,Jason Palmer,English,USA,82,33793
The Adderall Diaries,2015,Crime,Pamela Romanowsky,Pamela Romanowsky,James Franco,English,USA,87,11287
The Lobster,2015,Comedy,Yorgos Lanthimos,Yorgos Lanthimos,Jacqueline Abrahams,English,Ireland,119,9078073
A Little Chaos,2014,Drama,Alan Rickman,Jeremy Brock ,Thomas Allam,English,UK,112,551609
Labor Day,2013,Drama,Jason Reitman,Jason Reitman ,Kate Winslet,English,USA,111,13362308
Space Chimps,2008,Animation,Kirk DeMicco,Kirk DeMicco ,Andy Samberg,English,USA,81,29942542
Super Dark Times,2017,Drama,Kevin Phillips,Ben Collins,Owen Campbell,English,USA,103,29759
The Artist,2011,Comedy,Michel Hazanavicius,Michel Hazanavicius,Jean Dujardin,English,France,100,44667095
Max Steel,2016,Action,Stewart Hendler,Christopher L. Yost,Ben Winchell,English,UK,92,3771397
American Teacher,2011,Documentary,Vanessa Roth,unknown,Erik Benner,English,USA,81,32280
Stations of the Cross,2014,Drama,Dietrich Bruggemann,Anna Bruggemann,Lea van Acken,German,Germany,110,159
Parkland,2013,Drama,Peter Landesman,Peter Landesman,Marcia Gay Harden,English,USA,93,652355
The Hunter,2011,Adventure,Daniel Nettheim,Alice Addison ,Willem Dafoe,English,Australia,100,176432
Bjork: Biophilia Live,2014,Documentary,Nick Fenton,unknown,David Attenborough,English,UK,97,127754
The Perfect Host,2010,Comedy,Nick Tomnay,Nick Tomnay,David Hyde Pierce,English,USA,93,48289
The Salt of the Earth,2014,Documentary,Juliano Ribeiro Salgado,Wim Wenders,Sebastiao Salgado,French,France,110,744582
The Lucky One,2012,Drama,Scott Hicks,Will Fetters ,Zac Efron,English,USA,101,60443237
CSNY/Deja Vu,2008,Documentary,Neil Young,Mike Cerre ,David Crosby,English,USA,96,32910
Bedtime Stories,2008,Comedy,Adam Shankman,Matt Lopez ,Adam Sandler,English,USA,99,109993847
Goodbye First Love,2011,Drama,Mia Hansen-Love,Mia Hansen-Love ,Lola Creton,French,France,110,42153
A Perfect Getaway,2009,Adventure,David Twohy,David Twohy,Steve Zahn,English,USA,98,15536310
John Carter,2012,Action,Andrew Stanton,Andrew Stanton ,Taylor Kitsch,English,USA,132,73058679
The Hangover,2009,Comedy,Todd Phillips,Jon Lucas,Bradley Cooper,English,USA,100,277313371
Maps to the Stars,2014,Comedy,David Cronenberg,Bruce Wagner ,Julianne Moore,English,Canada,111,338190
Free Style,2008,Drama,William Dear,Jeffrey Nicholson,Corbin Bleu,English,Canada,94,97764
Beyond the Lights,2014,Drama,Gina Prince-Bythewood,Gina Prince-Bythewood,Gugu Mbatha-Raw,English,USA,116,14617945
A Film Unfinished,2010,Documentary,Yael Hersonski,Yael Hersonski,Hanna Avrutzki,German,Germany,88,311542
Garbo: The Spy,2009,Documentary,Edmon Roch,Maria Hervera,Rupert Allason,English,Spain,88,28195
Deadpool,2016,Action,Tim Miller,Rhett Reese,Ryan Reynolds,English,USA,108,328674489
How to Lose Friends & Alienate People,2008,Biography,Robert B. Weide,Peter Straughan ,Kelan Pannell,English,UK,110,2458092
Me and Orson Welles,2008,Comedy,Richard Linklater,Robert Kaplow ,Christian McKay,English,UK,114,1070524
The Adventures of Tintin,2011,Animation,Steven Spielberg,Herge ,Jamie Bell,English,USA,107,75300000
The Lords of Salem,2012,Horror,Rob Zombie,Rob Zombie,Sheri Moon Zombie,English,USA,101,1000000
The Grace Card,2010,Drama,David G. Evans,Howard Klausner,Michael Joiner,English,USA,101,2428241
All Good Things,2010,Crime,Andrew Jarecki,Marcus Hinchey,Ryan Gosling,English,USA,101,578382
Don't Think Twice,2016,Comedy,Mike Birbiglia,Mike Birbiglia,Gillian Jacobs,English,USA,92,4417983
House of Tolerance,2011,Drama,Bertrand Bonello,Bertrand Bonello ,Noemie Lvovsky,French,France,122,19327
Happy-Go-Lucky,2008,Comedy,Mike Leigh,Mike Leigh,Sally Hawkins,English,UK,118,3494485
Get the Gringo,2012,Action,Adrian Grunberg,Mel Gibson,Mel Gibson,English,USA,96,493573
The Tiger Hunter,2016,Comedy,Lena Khan,Sameer Gardezi,Danny Pudi,English,USA,94,39553
The Son of No One,2011,Action,Dito Montiel,Dito Montiel,Al Pacino,English,USA,90,28870
Vampire Academy,2014,Action,Mark Waters,Richelle Mead ,Zoey Deutch,English,USA,104,7508090
Kick-Ass,2010,Action,Matthew Vaughn,Jane Goldman ,Aaron Taylor-Johnson,English,UK,117,20000000
Dear Mr. Watterson,2013,Documentary,Joel Allen Schroeder,unknown,Berkeley Breathed,English,USA,89,15428
Khumba,2013,Animation,Anthony Silverston,Raffaella Delle Donne,Jake T. Austin,English,South Africa,85,90465
127 Hours,2010,Adventure,Danny Boyle,Danny Boyle ,James Franco,English,USA,94,18329466
Tai Chi Zero,2012,Action,Stephen Fung,Chia-Lu Chang ,Hark-On Fung,Mandarin,China,98,151557
The Foreigner,2017,Action,Martin Campbell,David Marconi ,Katie Leung,English,UK,113,33964179
Silver Circle,2013,Animation,Pasha Roberts,Steven Schwartz ,De'Lon Grant,English,USA,90,2825
Oranges and Sunshine,2010,Drama,Jim Loach,Rona Munro,Emily Watson,English,UK,105,2017976
Savages,2012,Crime,Oliver Stone,Shane Salerno ,Blake Lively,English,USA,131,47300000
The Great Gatsby,2013,Drama,Baz Luhrmann,Baz Luhrmann ,Lisa Adam,English,Australia,143,144812796
The B-Side: Elsa Dorfman's Portrait Photography,2016,Documentary,Errol Morris,unknown,Elsa Dorfman,English,USA,76,121498
Main Street,2010,Drama,John Doyle,Horton Foote,Colin Firth,English,USA,92,1553
War Witch,2012,Drama,Kim Nguyen,Kim Nguyen,Rachel Mwanza,French,Canada,90,28620
Star Trek Beyond,2016,Action,Justin Lin,Simon Pegg,Chris Pine,English,USA,122,158804470
Two in the Wave,2010,Documentary,Emmanuel Laurent,Antoine de Baecque,Isild Le Besco,French,France,91,27824
Meeting Evil,2012,Crime,Chris Fisher,Thomas Berger ,Luke Wilson,English,USA,89,181
Red State,2011,Action,Kevin Smith,Kevin Smith,Michael Angarano,English,USA,88,1000000
Saint John of Las Vegas,2009,Comedy,Hue Rhodes,Hue Rhodes,Steve Buscemi,English,USA,85,72245
Il Divo,2008,Biography,Paolo Sorrentino,Paolo Sorrentino,Toni Servillo,Italian,Italy,110,200000
We Have a Pope,2011,Comedy,Nanni Moretti,Nanni Moretti,Michel Piccoli,Italian,Italy,102,480926
Beauty and the Beast,2017,Family,Bill Condon,Stephen Chbosky ,Emma Watson,English,USA,129,503974884
Paddington,2014,Adventure,Paul King,Paul King,Tim Downie,English,UK,95,85879985
Trade of Innocents,2012,Drama,Christopher M. Bessette,Christopher M. Bessette,Dermot Mulroney,English,USA,88,15059
The Wolf of Wall Street,2013,Biography,Martin Scorsese,Terence Winter ,Leonardo DiCaprio,English,USA,180,91330760
Saving Mr. Banks,2013,Biography,John Lee Hancock,Kelly Marcel,Emma Thompson,English,USA,125,53260198
The Dressmaker,2015,Comedy,Jocelyn Moorhouse,Rosalie Ham ,Kate Winslet,English,Australia,119,2021399
Youth,2015,Comedy,Paolo Sorrentino,Paolo Sorrentino,The Retrosettes,English,Italy,124,1882275
Silent Hill: Revelation,2012,Horror,M.J. Bassett,M.J. Bassett,Adelaide Clemens,English,Canada,95,17529157
Dinner for Schmucks,2010,Comedy,Jay Roach,David Guion ,Steve Carell,English,USA,114,72980108
The Patience Stone,2012,Drama,Atiq Rahimi,Jean-Claude Carriere ,Golshifteh Farahani,Persian,Afghanistan,102,71282
Kingsman: The Golden Circle,2017,Action,Matthew Vaughn,Jane Goldman,Taron Egerton,English,UK,141,99733121
"Hieronymus Bosch, Touched by the Devil",2015,Documentary,Pieter van Huystee,Pieter van Huystee,Matteo Ceriana,Dutch,Netherlands,86,167601
College Road Trip,2008,Adventure,Roger Kumble,Emi Mochizuki,Martin Lawrence,English,USA,83,45500000
The Song,2014,Drama,Richard Ramsey,Richard Ramsey,Alan Powell,English,USA,116,5520506
The Happening,2008,Mystery,M. Night Shyamalan,M. Night Shyamalan,Mark Wahlberg,English,USA,91,64500000
Seraphine,2008,Biography,Martin Provost,Marc Abdelnour,Yolande Moreau,French,France,125,557682
The Hangover,2009,Comedy,Todd Phillips,Jon Lucas,Bradley Cooper,English,USA,100,277313371
