Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Ted,2012,Comedy,Seth MacFarlane,Seth MacFarlane ,Mark Wahlberg,English,USA,106,218100000
Battlefield America,2012,Drama,Chris Stokes,Marques Houston ,Marques Houston,English,USA,106,169000
Mirror Mirror,2012,Adventure,Tarsem Singh,Marc Klein ,Julia Roberts,English,USA,106,64933670
Men in Black 3,2012,Action,Barry Sonnenfeld,Etan Cohen,Will Smith,English,USA,106,179020854
The Iceman,2012,Biography,Ariel Vromen,Morgan Land ,Michael Shannon,English,USA,106,1900000
The Iceman,2012,Biography,Ariel Vromen,Morgan Land ,Michael Shannon,English,USA,106,1900000
Ted,2012,Comedy,Seth MacFarlane,Seth MacFarlane ,Mark Wahlberg,English,USA,106,218100000
Girlfriend Boyfriend,2012,Drama,Ya-che Yang,Ya-che Yang,Hsiao-chuan Chang,Min Nan,Taiwan,106,56810
The Ghastly Love of Johnny X,2012,Comedy,Paul Bunnell,Steve Bingen,Will Keenan,English,USA,106,2436
Wolf Creek 2,2013,Action,Greg McLean,Greg McLean,John Jarratt,English,Australia,106,3448656
"Bless Me, Ultima",2013,Drama,Carl Franklin,Rudolfo Anaya ,Luke Ganalon,English,USA,106,1559556
I Spit on Your Grave 2,2013,Horror,Steven R. Monroe,Neil Elman ,Jemma Dallender,English,USA,106,441
Insidious: Chapter 2,2013,Horror,James Wan,Leigh Whannell ,Patrick Wilson,English,USA,106,71401629
Downloaded,2013,Documentary,Alex Winter,Alex Winter,Henry Rollins,English,USA,106,8278
StreetDance: All Stars,2013,Comedy,Ben Gregor,Paul Gerstenberger,Theo Stevenson,English,UK,106,760142
Percy Jackson: Sea of Monsters,2013,Adventure,Thor Freudenthal,Marc Guggenheim ,Logan Lerman,English,USA,106,68558662
Side Effects,2013,Crime,Steven Soderbergh,Scott Z. Burns,Rooney Mara,English,USA,106,32154410
All Is Lost,2013,Action,J.C. Chandor,J.C. Chandor,Robert Redford,English,USA,106,4300353
Run & Jump,2013,Drama,Steph Green,Steph Green,Ciara Gallagher,English,Ireland,106,6280
Addicted,2014,Drama,Bille Woodruff,Christina Welsh ,Boris Kodjoe,Spanish,USA,106,17382982
Non-Stop,2014,Action,Jaume Collet-Serra,John W. Richardson ,Liam Neeson,English,UK,106,80432029
The Drop,2014,Crime,Michael R. Roskam,Dennis Lehane ,Tom Hardy,English,USA,106,8709169
Big Eyes,2014,Biography,Tim Burton,Scott Alexander,Amy Adams,English,USA,106,8021168
Little Boy,2015,Drama,Alejandro Monteverde,Alejandro Monteverde,Jakob Salvati,English,Mexico,106,4902290
Suffragette,2015,Biography,Sarah Gavron,Abi Morgan,Anne-Marie Duff,English,UK,106,7189725
Danny Collins,2015,Biography,Dan Fogelman,Dan Fogelman,Al Pacino,English,USA,106,4242318
Eddie the Eagle,2015,Biography,Dexter Fletcher,Sean Macaulay ,Tom Costello,English,UK,106,20047049
Eddie the Eagle,2015,Biography,Dexter Fletcher,Sean Macaulay ,Tom Costello,English,UK,106,20047049
The Ark of Mr Chow,2015,Comedy,Yang Xiao,Xiao Yang,Zijian Dong,Mandarin,China,106,53252
Danny Collins,2015,Biography,Dan Fogelman,Dan Fogelman,Al Pacino,English,USA,106,4242318
Suffragette,2015,Biography,Sarah Gavron,Abi Morgan,Anne-Marie Duff,English,UK,106,7189725
Rock the Kasbah,2015,Comedy,Barry Levinson,Mitch Glazer ,Bill Murray,English,USA,106,1940202
In Bruges,2008,Comedy,Martin McDonagh,Martin McDonagh,Elizabeth Berrington,English,UK,107,7550836
Tropic Thunder,2008,Action,Ben Stiller,Justin Theroux ,Jeff Kahn,English,USA,107,110416702
The Burning Plain,2008,Crime,Guillermo Arriaga,Guillermo Arriaga,Charlize Theron,English,USA,107,200000
"War, Inc.",2008,Action,Joshua Seftel,Mark Leyner,John Cusack,English,USA,107,515643
The Time Traveler's Wife,2009,Drama,Robert Schwentke,Bruce Joel Rubin ,Michelle Nolden,English,USA,107,63387284
X-Men Origins: Wolverine,2009,Action,Gavin Hood,David Benioff ,Hugh Jackman,English,USA,107,179737340
Imagine That,2009,Comedy,Karey Kirkpatrick,Ed Solomon,Eddie Murphy,English,USA,107,16088610
Adventureland,2009,Comedy,Greg Mottola,Greg Mottola,Jesse Eisenberg,English,USA,107,15900000
Takers,2010,Action,John Luessenhop,Peter Allen,Chris Brown,English,USA,107,57744720
The Last Song,2010,Drama,Julie Anne Robinson,Nicholas Sparks ,Miley Cyrus,English,USA,107,42441000
Conviction,2010,Biography,Tony Goldwyn,Pamela Gray,Hilary Swank,English,USA,107,6783129
Morning Glory,2010,Comedy,Roger Michell,Aline Brosh McKenna,Rachel McAdams,English,USA,107,30982329
GasLand,2010,Documentary,Josh Fox,Josh Fox,Josh Fox,English,USA,107,30846
The Extraordinary Adventures of Adele Blanc-Sec,2010,Action,Luc Besson,Luc Besson ,Louise Bourgoin,French,France,107,123614
Tamara Drewe,2010,Comedy,Stephen Frears,Posy Simmonds ,Gemma Arterton,English,UK,107,560101
Greenberg,2010,Comedy,Noah Baumbach,Jennifer Jason Leigh ,Greta Gerwig,English,USA,107,2293918
The Last Circus,2010,Comedy,Alex de la Iglesia,Alex de la Iglesia,Carlos Areces,Spanish,Spain,107,25957
Dylan Dog: Dead of Night,2010,Action,Kevin Munroe,Thomas Dean Donnelly,Brandon Routh,English,USA,107,856849
I Love You Too,2010,Comedy,Daina Reid,Peter Helliar,Brendan Cowell,English,Australia,107,874533
Takers,2010,Action,John Luessenhop,Peter Allen,Chris Brown,English,USA,107,57744720
The Other Guys,2010,Action,Adam McKay,Adam McKay,Will Ferrell,English,USA,107,119219978
My Soul to Take,2010,Horror,Wes Craven,Wes Craven,Max Thieriot,English,USA,107,14637490
Cop Out,2010,Action,Kevin Smith,Robb Cullen,Bruce Willis,English,USA,107,44047293
Step Up 3D,2010,Drama,Jon M. Chu,Amy Andelson,Rick Malambri,English,USA,107,42385520
Carancho,2010,Crime,Pablo Trapero,Alejandro Fadel ,Ricardo Darin,Spanish,Argentina,107,85363
Predators,2010,Action,Nimrod Antal,Alex Litvak,Adrien Brody,English,USA,107,52000688
Circumstance,2011,Drama,Maryam Keshavarz,Maryam Keshavarz,Nikohl Boosheri,Persian,France,107,452602
Margin Call,2011,Drama,J.C. Chandor,J.C. Chandor,Kevin Spacey,English,USA,107,600000
October Baby,2011,Drama,Andrew Erwin,Jon Erwin,Rachel Hendrix,English,USA,107,5355847
The Well-Digger's Daughter,2011,Drama,Daniel Auteuil,Marcel Pagnol ,Daniel Auteuil,French,France,107,385406
One Day,2011,Drama,Lone Scherfig,David Nicholls ,Anne Hathaway,English,USA,107,13766014
Salmon Fishing in the Yemen,2011,Comedy,Lasse Hallstrom,Simon Beaufoy,Amr Waked,English,UK,107,4700000
Rango,2011,Animation,Gore Verbinski,John Logan,Johnny Depp,English,USA,107,123188232
The Adventures of Tintin,2011,Animation,Steven Spielberg,Herge ,Jamie Bell,English,USA,107,75300000
Friends with Kids,2011,Comedy,Jennifer Westfeldt,Jennifer Westfeldt,Adam Scott,English,USA,107,5600000
From Prada to Nada,2011,Comedy,Angel Gracia,Fina Torres ,Camilla Belle,English,Mexico,107,3016244
Magic Trip: Ken Kesey's Search for a Kool Place,2011,Documentary,Alison Ellwood,Alex Gibney ,Stanley Tucci,English,USA,107,153943
"Big Mommas: Like Father, Like Son",2011,Action,John Whitesell,Matthew Fogel ,Martin Lawrence,English,USA,107,37911876
Footnote,2011,Comedy,Joseph Cedar,Joseph Cedar,Shlomo Bar-Aba,Hebrew,Israel,107,1900000
Into the Abyss,2011,Documentary,Werner Herzog,unknown,Werner Herzog,English,USA,107,221488
Least Among Saints,2012,Crime,Martin Papazian,Martin Papazian,Martin Papazian,English,USA,107,28026
The Paperboy,2012,Crime,Lee Daniels,Peter Dexter ,Zac Efron,English,USA,107,692640
Big Miracle,2012,Biography,Ken Kwapis,Jack Amiel ,John Pingayak,English,USA,107,20113965
"Love, Marilyn",2012,Documentary,Liz Garbus,Truman Capote ,F. Murray Abraham,English,USA,107,2370
Arbitrage,2012,Drama,Nicholas Jarecki,Nicholas Jarecki,Richard Gere,English,USA,107,7918283
Museum Hours,2012,Drama,Jem Cohen,Jem Cohen,Mary Margaret O'Hara,English,Austria,107,124184
Mother of George,2013,Drama,Andrew Dosunmu,Darci Picoult,Danai Gurira,English,Nigeria,107,145442
All Is Bright,2013,Comedy,Phil Morrison,Melissa James Gibson,Paul Giamatti,English,USA,107,4556
Machete Kills,2013,Action,Robert Rodriguez,Kyle Ward ,Danny Trejo,English,USA,107,5658869
The Last Stand,2013,Action,Jee-woon Kim,Andrew Knauer,Arron Shiver,English,USA,107,12000000
Sound City,2013,Documentary,Dave Grohl,Mark Monroe,Vinny Appice,English,USA,107,419361
Admission,2013,Comedy,Paul Weitz,Karen Croner ,Tina Fey,English,USA,107,18000000
This Is the End,2013,Comedy,Evan Goldberg,Seth Rogen ,James Franco,English,USA,107,96200000
In Secret,2013,Crime,Charlie Stratton,Emile Zola ,Elizabeth Olsen,English,USA,107,308227
Six Dance Lessons in Six Weeks,2014,Comedy,Arthur Allan Seidelman,Richard Alfieri ,Gena Rowlands,English,Hungary,107,73613
Muppets Most Wanted,2014,Adventure,James Bobin,James Bobin,Ricky Gervais,English,USA,107,46429909
The Dead Lands,2014,Action,Toa Fraser,Glenn Standring,James Rolleston,Maori,New Zealand,107,12040
The Rewrite,2014,Comedy,Marc Lawrence,Marc Lawrence,Hugh Grant,English,USA,107,324889
Suite Francaise,2014,Drama,Saul Dibb,Saul Dibb ,Michelle Williams,English,UK,107,1304622
The Identical,2014,Drama,Dustin Marcellino,Howard Klausner,Ray Liotta,English,USA,107,2817092
Our Brand Is Crisis,2015,Comedy,David Gordon Green,Peter Straughan ,Sandra Bullock,English,USA,107,4895965
Mortdecai,2015,Action,David Koepp,Eric Aronson ,Johnny Depp,English,UK,107,6847536
The Heir Apparent: Largo Winch,2008,Action,Jerome Salle,Julien Rappeneau ,Tomer Sisley,French,France,108,32060
Mamma Mia!,2008,Comedy,Phyllida Lloyd,Catherine Johnson ,Amanda Seyfried,English,USA,108,143704210
The Informant!,2009,Biography,Steven Soderbergh,Scott Z. Burns ,Matt Damon,English,USA,108,33278731
Obsessed,2009,Drama,Steve Shill,David Loughery,Idris Elba,English,USA,108,68261644
Creation,2009,Biography,Jon Amiel,John Collee ,Paul Bettany,English,UK,108,300000
12 Rounds,2009,Action,Renny Harlin,Daniel Kunka,John Cena,English,USA,108,12200000
The Proposal,2009,Comedy,Anne Fletcher,Peter Chiarelli,Sandra Bullock,English,USA,108,163900057
Antichrist,2009,Drama,Lars von Trier,Lars von Trier,Willem Dafoe,English,Denmark,108,228568
My One and Only,2009,Adventure,Richard Loncraine,Charlie Peters,Renee Zellweger,English,USA,108,2314502
Pandorum,2009,Action,Christian Alvart,Travis Milloy ,Dennis Quaid,English,Germany,108,10261085
Nothing to Declare,2010,Comedy,Dany Boon,Dany Boon ,Benoit Poelvoorde,French,France,108,153494
Casino Jack,2010,Biography,George Hickenlooper,Norman Snider,Kevin Spacey,English,Canada,108,1039869
I'm Still Here,2010,Comedy,Casey Affleck,Casey Affleck,Joaquin Phoenix,English,USA,108,408719
Black Swan,2010,Drama,Darren Aronofsky,Mark Heyman ,Natalie Portman,English,USA,108,106952327
The Extra Man,2010,Comedy,Shari Springer Berman,Robert Pulcini ,Paul Dano,English,France,108,453079
I Spit on Your Grave,2010,Horror,Steven R. Monroe,Adam Rockoff ,Sarah Butler,English,USA,108,92401
Alice in Wonderland,2010,Adventure,Tim Burton,Linda Woolverton ,Johnny Depp,English,USA,108,319323000
Fair Game,2010,Biography,Doug Liman,Jez Butterworth ,Naomi Watts,English,USA,108,9528092
Dear John,2010,Drama,Lasse Hallstrom,Jamie Linden ,Channing Tatum,English,USA,108,79600000
I Spit on Your Grave,2010,Horror,Steven R. Monroe,Adam Rockoff ,Sarah Butler,English,USA,108,92401
Henry's Crime,2010,Comedy,Malcolm Venville,Sacha Gervasi ,Keanu Reeves,English,USA,108,100000
Sanctum,2011,Adventure,Alister Grierson,John Garvin,Richard Roxburgh,English,USA,108,22300000
Cassadaga,2011,Horror,Anthony DiBlasi,Bruce Wood ,Kelen Coleman,English,USA,108,1678
Colombiana,2011,Action,Olivier Megaton,Luc Besson ,Zoe Saldana,English,France,108,36665854
No Strings Attached,2011,Comedy,Ivan Reitman,Elizabeth Meriwether ,Natalie Portman,English,USA,108,70300000
Stories We Tell,2012,Documentary,Sarah Polley,Sarah Polley,Michael Polley,English,Canada,108,1599038
The Bullet Vanishes,2012,Action,Chi-Leung Law,Chi-Leung Law,Nicholas Tse,Mandarin,China,108,109172
Blue Like Jazz,2012,Comedy,Steve Taylor,Donald Miller ,Marshall Allman,English,USA,108,594904
The House I Live In,2012,Documentary,Eugene Jarecki,Eugene Jarecki,Eugene Jarecki,English,Netherlands,108,210752
Shut Up and Play the Hits,2012,Documentary,Will Lovelace,unknown,James Murphy,English,UK,108,36389
Runaway Slave,2012,Documentary,Pritchett Cotten,Pritchett Cotten,Glenn Beck,English,USA,108,47813
The Inevitable Defeat of Mister & Pete,2013,Drama,George Tillman Jr.,Michael Starrbury,Skylan Brooks,English,USA,108,487348
Under the Skin,2013,Drama,Jonathan Glazer,Walter Campbell,Scarlett Johansson,English,Switzerland,108,2326121
3 Hearts,2014,Drama,Benoit Jacquot,Julien Boivent,Benoit Poelvoorde,French,France,108,104398
The Loft,2014,Mystery,Erik Van Looy,Bart De Pauw ,Karl Urban,English,Belgium,108,4409157
The Bag Man,2014,Crime,David Grovic,David Grovic,John Cusack,English,Bahamas,108,48817
The New Girlfriend,2014,Drama,Francois Ozon,Ruth Rendell ,Romain Duris,French,France,108,281394
The Loft,2014,Mystery,Erik Van Looy,Bart De Pauw ,Karl Urban,English,Belgium,108,4409157
Horrible Bosses 2,2014,Comedy,Sean Anders,Sean Anders ,Jason Bateman,English,USA,108,39939072
Ex Machina,2014,Drama,Alex Garland,Alex Garland,Domhnall Gleeson,English,UK,108,19012798
Mississippi Grind,2015,Comedy,Anna Boden,Anna Boden,Ben Mendelsohn,English,USA,108,129747
The Gift,2015,Drama,Joel Edgerton,Joel Edgerton,Jason Bateman,English,USA,108,33061006
Lost and Love,2015,Drama,Sanyuan Peng,Sanyuan Peng,Andy Lau,Chinese,China,108,188817
Street Kings,2008,Action,David Ayer,James Ellroy ,Keanu Reeves,English,USA,109,26351341
Sex Drive,2008,Adventure,Sean Anders,Sean Anders ,Josh Zuckerman,English,USA,109,8364827
The Wrestler,2008,Drama,Darren Aronofsky,Robert Siegel,Mickey Rourke,English,USA,109,26136413
Street Kings,2008,Action,David Ayer,James Ellroy ,Keanu Reeves,English,USA,109,26351341
Cadillac Records,2008,Biography,Darnell Martin,Darnell Martin,Joshua Alscher,English,USA,109,8134217
"10,000 BC",2008,Action,Roland Emmerich,Roland Emmerich,Steven Strait,English,USA,109,94700000
Case 39,2009,Horror,Christian Alvart,Ray Wright,Renee Zellweger,English,USA,109,13248477
Altiplano,2009,Drama,Peter Brosens,Peter Brosens,Magaly Solier,Spanish,Belgium,109,2754
That Evening Sun,2009,Drama,Scott Teems,Scott Teems ,Hal Holbrook,English,USA,109,83803
Law Abiding Citizen,2009,Crime,F. Gary Gray,Kurt Wimmer,Jamie Foxx,English,USA,109,73343413
Love Happens,2009,Drama,Brandon Camp,Brandon Camp,Aaron Eckhart,English,USA,109,22927390
The Time that Remains,2009,Drama,Elia Suleiman,Elia Suleiman,Ali Suliman,Arabic,UK,109,31788
My Sister's Keeper,2009,Drama,Nick Cassavetes,Jeremy Leven ,Abigail Breslin,English,USA,109,49069310
Altiplano,2009,Drama,Peter Brosens,Peter Brosens,Magaly Solier,Spanish,Belgium,109,2754
Cirque du Freak: The Vampire's Assistant,2009,Action,Paul Weitz,Paul Weitz ,John C. Reilly,English,USA,109,13838130
Up in the Air,2009,Drama,Jason Reitman,Walter Kirn ,George Clooney,English,USA,109,83775048
Nanny McPhee Returns,2010,Comedy,Susanna White,Emma Thompson,Maggie Gyllenhaal,English,UK,109,28995450
Milenge Milenge,2010,Drama,Satish Kaushik,Shiraz Ahmed ,Kareena Kapoor Khan,Hindi,India,109,48172
The Outrage,2010,Action,Takeshi Kitano,Takeshi Kitano ,Takeshi Kitano,Japanese,Japan,109,29633
Get Him to the Greek,2010,Adventure,Nicholas Stoller,Nicholas Stoller,Russell Brand,English,USA,109,60923325
The Outrage,2010,Action,Takeshi Kitano,Takeshi Kitano ,Takeshi Kitano,Japanese,Japan,109,29633
Inside Job,2010,Documentary,Charles Ferguson,Charles Ferguson,Matt Damon,English,USA,109,4311834
A Little Help,2010,Comedy,Michael J. Weithorn,Michael J. Weithorn,Jenna Fischer,English,USA,109,85789
The Sorcerer's Apprentice,2010,Action,Jon Turteltaub,Lawrence Konner ,Nicolas Cage,English,USA,109,63143812
Knight and Day,2010,Action,James Mangold,Patrick O'Neill,Tom Cruise,English,USA,109,76418654
Knight and Day,2010,Action,James Mangold,Patrick O'Neill,Tom Cruise,English,USA,109,76418654
The Killer Inside Me,2010,Crime,Michael Winterbottom,John Curran,Casey Affleck,English,UK,109,200000
Knight and Day,2010,Action,James Mangold,Patrick O'Neill,Tom Cruise,English,USA,109,76418654
The Devil's Double,2011,Biography,Lee Tamahori,Michael Thomas,Dominic Cooper,English,Belgium,109,1357042
Zokkomon,2011,Action,Satyajit Bhatkal,Javed Akhtar ,Darsheel Safary,Hindi,India,109,2815
Monte Carlo,2011,Adventure,Thomas Bezucha,Thomas Bezucha ,Selena Gomez,English,Hungary,109,22500000
Friends with Benefits,2011,Comedy,Will Gluck,Keith Merryman ,Justin Timberlake,English,USA,109,55802754
Higher Ground,2011,Drama,Vera Farmiga,Carolyn S. Briggs ,Joshua Leonard,English,USA,109,841056
Special Forces,2011,Action,Stephane Rybojad,Stephane Rybojad ,Diane Kruger,French,France,109,10759
The Forgiveness of Blood,2011,Drama,Joshua Marston,Joshua Marston,Tristan Halilaj,Albanian,USA,109,119683
In Time,2011,Action,Andrew Niccol,Andrew Niccol,Justin Timberlake,English,USA,109,35900000
My Piece of the Pie,2011,Comedy,Cedric Klapisch,Cedric Klapisch ,Karin Viard,French,France,109,4213
In Time,2011,Action,Andrew Niccol,Andrew Niccol,Justin Timberlake,English,USA,109,35900000
Pearl Jam Twenty,2011,Documentary,Cameron Crowe,Cameron Crowe,Cameron Crowe,English,USA,109,454784
End of Watch,2012,Action,David Ayer,David Ayer,Jake Gyllenhaal,English,USA,109,39100000
The Magic of Belle Isle,2012,Comedy,Rob Reiner,Guy Thomas,Morgan Freeman,English,USA,109,66433
The End of Time,2012,Documentary,Peter Mettler,Alexandra Rockingham Gill,Peter Mettler,English,Switzerland,109,3776
Contraband,2012,Action,Baltasar Kormakur,Aaron Guzikowski ,Robert Wahlberg,English,USA,109,66489425
Upside Down,2012,Drama,Juan Solanas,Juan Solanas ,Jim Sturgess,English,Canada,109,69311
21 Jump Street,2012,Action,Phil Lord,Michael Bacall ,Jonah Hill,English,USA,109,134000000
Like Someone in Love,2012,Drama,Abbas Kiarostami,Abbas Kiarostami ,Tadashi Okuno,Japanese,Japan,109,144289
Cosmopolis,2012,Drama,David Cronenberg,David Cronenberg ,Robert Pattinson,English,Canada,109,600000
The Players,2012,Comedy,Emmanuelle Bercot,Nicolas Bedos,Jean Dujardin,French,France,109,6674
The World's End,2013,Action,Edgar Wright,Simon Pegg,Thomas Law,English,UK,109,33408732
Broken City,2013,Crime,Allen Hughes,Brian Tucker,Mark Wahlberg,English,USA,109,19600000
Before Midnight,2013,Drama,Richard Linklater,Richard Linklater,Ethan Hawke,English,USA,109,8114507
2 Guns,2013,Action,Baltasar Kormakur,Blake Masters ,Denzel Washington,English,USA,109,73500000
Elysium,2013,Action,Neill Blomkamp,Neill Blomkamp,Matt Damon,English,USA,109,90800000
Sabotage,2014,Action,David Ayer,Skip Woods,Arnold Schwarzenegger,English,USA,109,8125131
Serena,2014,Drama,Susanne Bier,Christopher Kyle ,Bradley Cooper,English,Czech Republic,109,326289
Serena,2014,Drama,Susanne Bier,Christopher Kyle ,Bradley Cooper,English,Czech Republic,109,326289
Sabotage,2014,Action,David Ayer,Skip Woods,Arnold Schwarzenegger,English,USA,109,8125131
"Nativity 3: Dude, Where's My Donkey?!",2014,Comedy,Debbie Isitt,Debbie Isitt,Martin Clunes,English,UK,109,5861581
Sabotage,2014,Action,David Ayer,Skip Woods,Arnold Schwarzenegger,English,USA,109,8125131
Spring,2014,Horror,Justin Benson,Justin Benson,Lou Taylor Pucci,English,USA,109,29975
The Other Woman,2014,Comedy,Nick Cassavetes,Melissa Stack,Cameron Diaz,English,USA,109,77860761
The Duchess,2008,Biography,Saul Dibb,Jeffrey Hatcher ,Keira Knightley,English,UK,110,13800000
Drillbit Taylor,2008,Comedy,Steven Brill,Kristofor Brown ,Nate Hartley,English,USA,110,32853640
Krazzy 4,2008,Comedy,Jaideep Sen,Ashwani Dhir ,Juhi Chawla,Hindi,India,110,433472
Two Lovers,2008,Drama,James Gray,James Gray,Joaquin Phoenix,English,USA,110,2997417
Lakeview Terrace,2008,Crime,Neil LaBute,David Loughery ,Samuel L. Jackson,English,USA,110,39263506
Let's Talk About the Rain,2008,Comedy,Agnes Jaoui,Agnes Jaoui ,Agnes Jaoui,French,France,110,106093
Wanted,2008,Action,Timur Bekmambetov,Michael Brandt ,James McAvoy,English,USA,110,134294280
Mirrors,2008,Horror,Alexandre Aja,Alexandre Aja ,Kiefer Sutherland,English,USA,110,30575158
How to Lose Friends & Alienate People,2008,Biography,Robert B. Weide,Peter Straughan ,Kelan Pannell,English,UK,110,2458092
Il Divo,2008,Biography,Paolo Sorrentino,Paolo Sorrentino,Toni Servillo,Italian,Italy,110,200000
